,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,OutOfBounds
May 22 2024 9:59:58:68 AM,37602.550781,-49437.929688,4908.080078,-3.0,0.0,2.0,108.372002,-1.875,6.481,-18.065001,-65.0,-52.0,755.0,0.02,0.0,0.0,true
May 22 2024 9:59:58:167 AM,37602.648438,-49437.910156,4908.139648,-3.0,0.0,2.0,108.435005,-0.029,1.466,7.379,18.0,-50.0,254.0,0.02,0.0,0.0,true
May 22 2024 9:59:58:266 AM,37602.710938,-49437.988281,4909.100098,-3.0,0.0,2.0,109.395004,0.624,1.958,10.146001,7.0,5.0,28.0,0.02,0.0,0.0,true
May 22 2024 9:59:58:367 AM,37602.75,-49438.058594,4910.049805,-3.0,0.0,2.0,110.343002,0.635,1.596,8.247001,0.0,-4.0,-19.0,0.02,0.0,0.0,true
May 22 2024 9:59:58:467 AM,37602.789062,-49438.117188,4910.75,-3.0,0.0,2.0,111.042007,0.486,0.99,5.916,-1.0,-6.0,-23.0,0.02,0.0,0.0,true
May 22 2024 9:59:58:570 AM,37602.808594,-49438.167969,4911.22998,-3.0,0.0,2.0,111.526009,0.32,0.516,3.771,-2.0,-5.0,-21.0,0.02,1.0,0.0,true
May 22 2024 9:59:58:662 AM,37602.808594,-49438.21875,4911.509766,-3.0,0.0,2.0,111.804008,0.154,0.253,2.572,-2.0,-3.0,-12.0,0.02,1.0,0.0,true
May 22 2024 9:59:58:764 AM,37603.277344,-49438.269531,4911.709961,-3.0,0.0,2.0,111.998009,6.379,-0.229,1.349,62.0,-5.0,-12.0,-0.98,1.0,0.0,true
May 22 2024 9:59:58:866 AM,37605.46875,-49438.628906,4911.72998,-3.0,0.0,2.0,112.023003,29.787001,-3.559,-0.666,234.0,-33.0,-20.0,-0.98,1.0,0.0,true
May 22 2024 9:59:58:968 AM,37610.949219,-49439.917969,4911.569824,-3.0,-1.0,3.0,112.186005,65.289001,-12.272,-3.315,355.0,-87.0,-26.0,-0.98,1.0,0.0,true
May 22 2024 9:59:59:74 AM,37620.789062,-49443.277344,4911.060059,-2.0,-2.0,3.0,112.689003,105.402008,-29.311001,-7.033,401.0,-170.0,-37.0,-0.98,1.0,0.0,true
May 22 2024 9:59:59:167 AM,37632.71875,-49448.070312,4910.47998,-2.0,-4.0,4.0,113.275009,141.435013,-48.535004,-6.695,360.0,-192.0,3.0,-0.98,1.0,0.0,true
May 22 2024 9:59:59:271 AM,37649.46875,-49455.480469,4909.870117,-2.0,-7.0,4.0,113.882004,177.075012,-70.928001,-7.241,356.0,-224.0,-5.0,0.02,1.0,0.0,true
May 22 2024 9:59:59:368 AM,37669.289062,-49462.980469,4909.149902,-1.0,-10.0,4.0,114.605003,221.998016,-75.416,-8.76,449.0,-45.0,-15.0,0.02,1.0,0.0,true
May 22 2024 9:59:59:466 AM,37693.828125,-49469.019531,4908.139648,-1.0,-11.0,3.0,115.611008,266.404022,-62.738003,-11.171,444.0,127.0,-24.0,0.02,1.0,0.0,true
May 22 2024 9:59:59:568 AM,37723.96875,-49474.578125,4906.810059,-1.0,-11.0,3.0,116.948006,308.404022,-59.316002,-13.625001,420.0,34.0,-25.0,0.02,1.0,0.0,true
May 22 2024 9:59:59:664 AM,37755.507812,-49480.1875,4905.409668,-1.0,-10.0,3.0,118.345009,345.522003,-61.537003,-15.804001,371.0,-22.0,-22.0,0.02,1.0,0.0,true
May 22 2024 9:59:59:766 AM,37792.777344,-49486.6875,4903.759766,-1.0,-10.0,3.0,119.997009,383.903015,-66.134003,-17.195002,384.0,-46.0,-14.0,0.02,1.0,0.0,true
May 22 2024 9:59:59:866 AM,37833.890625,-49493.71875,4901.919922,-1.0,-10.0,3.0,121.833008,421.412018,-71.458,-18.832001,375.0,-53.0,-16.0,0.02,1.0,0.0,true
May 22 2024 9:59:59:964 AM,37876.9375,-49500.988281,4900.029785,-1.0,-10.0,3.0,123.725006,456.870026,-76.415001,-19.954,355.0,-50.0,-11.0,0.02,1.0,0.0,true
May 22 2024 10:00:00:61 AM,37923.058594,-49508.660156,4898.049805,-1.0,-10.0,3.0,125.702003,491.47403,-81.161003,-20.820002,346.0,-47.0,-9.0,0.02,1.0,0.0,true
May 22 2024 10:00:00:165 AM,37976.417969,-49517.398438,4895.870117,-1.0,-10.0,3.0,127.88501,528.118042,-86.098007,-21.907001,366.0,-49.0,-11.0,0.02,1.0,0.0,true
May 22 2024 10:00:00:261 AM,38028.839844,-49525.847656,4893.719727,-1.0,-10.0,3.0,130.035004,557.893005,-89.621002,-22.728001,298.0,-35.0,-8.0,0.02,0.0,0.0,true
May 22 2024 10:00:00:368 AM,38089.371094,-49535.429688,4891.25,-1.0,-9.0,3.0,132.506012,570.129028,-89.774002,-22.521002,122.0,-2.0,2.0,0.02,0.0,0.0,true
May 22 2024 10:00:00:465 AM,38143.789062,-49543.859375,4889.060059,-1.0,-9.0,3.0,134.694,563.768005,-87.051003,-21.876001,-64.0,27.0,6.0,0.02,0.0,0.0,true
May 22 2024 10:00:00:567 AM,38200.078125,-49552.417969,4886.850098,-2.0,-9.0,3.0,136.908005,546.708008,-82.515007,-20.346001,-171.0,45.0,15.0,0.02,0.0,0.0,true
May 22 2024 10:00:00:673 AM,38256.300781,-49560.769531,4884.709961,-2.0,-9.0,3.0,139.044006,522.820007,-77.101006,-18.844002,-239.0,54.0,15.0,0.02,0.0,0.0,true
May 22 2024 10:00:00:772 AM,38306.378906,-49568.050781,4882.879883,-2.0,-9.0,3.0,140.872009,498.574036,-71.996002,-17.676001,-242.0,51.0,12.0,0.02,1.0,0.0,true
May 22 2024 10:00:00:865 AM,38351.109375,-49575.328125,4881.319824,-2.0,-9.0,3.0,142.436005,479.47702,-81.719002,-16.061001,-191.0,-97.0,16.0,-0.98,1.0,0.0,true
May 22 2024 10:00:00:963 AM,38397.140625,-49586.667969,4879.97998,-2.0,-11.0,4.0,143.77301,466.171021,-116.203003,-13.886001,-133.0,-345.0,22.0,-0.98,1.0,0.0,true
May 22 2024 10:00:01:67 AM,38444.121094,-49603.699219,4878.899902,-2.0,-15.0,5.0,144.848007,452.652008,-171.179001,-8.1,-135.0,-550.0,58.0,-0.98,1.0,0.0,true
May 22 2024 10:00:01:166 AM,38490.210938,-49623.398438,4878.040039,-1.0,-19.0,5.0,145.711014,470.617035,-194.464005,-9.228001,180.0,-233.0,-11.0,0.02,1.0,0.0,true
May 22 2024 10:00:01:270 AM,38541.828125,-49641.839844,4876.919922,-1.0,-19.0,4.0,146.830002,502.847015,-185.84201,-10.898001,322.0,86.0,-17.0,1.02,1.0,0.0,true
May 22 2024 10:00:01:375 AM,38597.320312,-49657.847656,4875.52002,-1.0,-18.0,3.0,148.229004,538.512024,-159.102005,-13.882001,357.0,267.0,-30.0,1.02,1.0,0.0,true
May 22 2024 10:00:01:464 AM,38648.910156,-49667.808594,4874.089844,-1.0,-15.0,2.0,149.664001,569.545044,-118.732002,-15.989,310.0,404.0,-21.0,0.02,1.0,0.0,true
May 22 2024 10:00:01:572 AM,38712.917969,-49679.988281,4872.379883,-1.0,-12.0,2.0,151.374008,598.204041,-120.554008,-15.793001,287.0,-18.0,2.0,0.02,1.0,0.0,true
May 22 2024 10:00:01:677 AM,38775.777344,-49693.039062,4870.759766,-1.0,-12.0,2.0,152.991013,601.271057,-122.145004,-14.822001,31.0,-16.0,10.0,0.02,1.0,0.0,true
May 22 2024 10:00:01:770 AM,38831.570312,-49704.457031,4869.409668,-1.0,-12.0,2.0,154.343002,603.312012,-121.886009,-14.204,20.0,3.0,6.0,0.02,1.0,0.0,true
May 22 2024 10:00:01:875 AM,38894.140625,-49717.070312,4868.0,-1.0,-12.0,2.0,155.756012,602.327026,-120.606003,-12.937,-10.0,13.0,13.0,0.02,0.0,0.0,true
May 22 2024 10:00:01:963 AM,38948.480469,-49727.847656,4866.839844,-1.0,-12.0,2.0,156.911011,605.565002,-120.035004,-12.535001,32.0,6.0,4.0,0.02,0.0,0.0,true
May 22 2024 10:00:02:65 AM,39010.800781,-49738.21875,4865.549805,-1.0,-11.0,1.0,158.20401,608.508057,-96.357002,-12.553,29.0,237.0,0.0,1.02,0.0,0.0,true
May 22 2024 10:00:02:169 AM,39077.269531,-49743.808594,4864.209961,-1.0,-8.0,1.0,159.548004,650.003052,-57.091003,-13.444,415.0,393.0,-9.0,0.02,0.0,0.0,true
May 22 2024 10:00:02:270 AM,39144.460938,-49750.027344,4862.899902,0.0,-6.0,1.0,160.854004,665.786011,-60.213001,-12.913001,158.0,-31.0,5.0,0.02,0.0,0.0,true
May 22 2024 10:00:02:372 AM,39212.417969,-49756.527344,4861.629883,0.0,-6.0,1.0,162.119003,665.366028,-59.136002,-12.091001,-4.0,11.0,8.0,0.02,1.0,0.0,true
May 22 2024 10:00:02:463 AM,39272.488281,-49762.058594,4860.600098,-1.0,-6.0,1.0,163.152008,662.675049,-57.624004,-10.847,-27.0,15.0,12.0,0.02,1.0,0.0,true
May 22 2024 10:00:02:569 AM,39343.097656,-49768.277344,4859.47998,-1.0,-5.0,1.0,164.270004,669.78302,-56.681004,-10.112,71.0,9.0,7.0,0.02,1.0,0.0,true
May 22 2024 10:00:02:672 AM,39413.660156,-49772.519531,4858.47998,0.0,-4.0,1.0,165.272003,685.889038,-33.951,-9.686001,161.0,227.0,4.0,1.02,1.0,0.0,true
May 22 2024 10:00:02:761 AM,39475.027344,-49771.410156,4857.629883,0.0,-2.0,0.0,166.121002,697.508057,13.620001,-9.406,116.0,476.0,3.0,1.02,1.0,0.0,true
May 22 2024 10:00:02:866 AM,39548.449219,-49762.230469,4856.649902,0.0,4.0,-1.0,167.104004,704.204041,92.449005,-10.312,67.0,788.0,-9.0,0.02,1.0,0.0,true
May 22 2024 10:00:02:963 AM,39618.597656,-49751.148438,4855.909668,0.0,7.0,-1.0,167.843002,728.910034,117.494003,-7.988,247.0,250.0,23.0,0.02,0.0,0.0,true
May 22 2024 10:00:03:73 AM,39700.21875,-49739.078125,4855.199707,0.0,8.0,0.0,168.554001,740.847046,123.416008,-6.708,119.0,59.0,13.0,0.02,0.0,0.0,true
May 22 2024 10:00:03:168 AM,39770.929688,-49728.148438,4854.739746,0.0,9.0,1.0,169.015015,737.038025,125.182007,-3.332,-38.0,18.0,34.0,0.02,0.0,0.0,true
May 22 2024 10:00:03:271 AM,39846.167969,-49716.097656,4854.540039,0.0,9.0,2.0,169.213013,725.954041,124.350006,-1.355,-111.0,-8.0,20.0,0.02,0.0,0.0,true
May 22 2024 10:00:03:369 AM,39916.257812,-49704.578125,4854.469727,0.0,9.0,2.0,169.279007,712.064026,123.382004,0.171,-139.0,-10.0,15.0,0.02,0.0,0.0,true
May 22 2024 10:00:03:464 AM,39982.949219,-49693.347656,4854.540039,0.0,9.0,2.0,169.340012,697.173035,122.324005,1.203,-149.0,-11.0,10.0,0.02,0.0,0.0,true
May 22 2024 10:00:03:564 AM,40051.757812,-49681.4375,4854.75,0.0,9.0,2.0,169.560013,676.452026,120.279007,2.72,-207.0,-20.0,15.0,0.02,-1.0,0.0,true
May 22 2024 10:00:03:664 AM,40116.898438,-49669.859375,4855.029785,0.0,10.0,2.0,169.836014,634.52002,114.320007,3.29,-419.0,-60.0,6.0,0.02,-1.0,0.0,true
May 22 2024 10:00:03:773 AM,40181.25,-49658.21875,4855.27002,-1.0,10.0,3.0,170.080002,572.309021,105.138008,2.901,-622.0,-92.0,-4.0,0.02,-1.0,0.0,true
May 22 2024 10:00:03:865 AM,40231.257812,-49651.070312,4855.649902,-1.0,9.0,3.0,170.458008,520.028015,71.845001,5.31,-523.0,-333.0,24.0,-0.98,-1.0,0.0,true
May 22 2024 10:00:03:967 AM,40281.140625,-49647.46875,4856.790039,-1.0,6.0,3.0,171.595001,456.722015,22.706001,9.064,-633.0,-491.0,38.0,-0.98,-1.0,0.0,true
May 22 2024 10:00:04:67 AM,40322.710938,-49649.207031,4858.089844,-1.0,3.0,4.0,172.899002,386.674011,-27.118002,11.047001,-700.0,-498.0,20.0,-0.98,-1.0,0.0,true
May 22 2024 10:00:04:171 AM,40358.128906,-49655.867188,4859.370117,0.0,-2.0,4.0,174.177002,304.611023,-72.475006,10.044001,-821.0,-454.0,-10.0,-0.98,-1.0,0.0,true
May 22 2024 10:00:04:270 AM,40384.039062,-49664.070312,4860.100098,0.0,-6.0,3.0,174.905014,244.631012,-80.340004,3.405,-600.0,-79.0,-66.0,0.02,-1.0,0.0,true
May 22 2024 10:00:04:362 AM,40404.449219,-49669.597656,4860.129883,0.0,-7.0,3.0,174.934006,213.445007,-59.271004,0.133,-312.0,211.0,-33.0,0.02,0.0,0.0,true
May 22 2024 10:00:04:466 AM,40426.398438,-49673.039062,4860.109863,0.0,-8.0,2.0,174.955002,197.254013,-34.398003,0.129,-162.0,249.0,0.0,0.02,0.0,0.0,true
May 22 2024 10:00:04:560 AM,40444.527344,-49675.378906,4860.159668,0.0,-8.0,2.0,175.004013,182.802002,-25.304001,0.497,-145.0,91.0,4.0,0.02,0.0,0.0,true
May 22 2024 10:00:04:660 AM,40462.277344,-49677.589844,4860.290039,0.0,-7.0,2.0,175.137009,168.758011,-20.531,1.37,-140.0,48.0,9.0,0.02,0.0,0.0,true
May 22 2024 10:00:04:771 AM,40480.378906,-49679.058594,4860.5,0.0,-7.0,2.0,175.352005,154.616013,-9.598001,1.815,-141.0,109.0,4.0,1.02,0.0,0.0,true
May 22 2024 10:00:04:860 AM,40493.808594,-49679.109375,4860.659668,0.0,-6.0,1.0,175.511002,144.172012,-2.233,1.523,-104.0,74.0,-3.0,0.02,0.0,0.0,true
May 22 2024 10:00:04:965 AM,40508.410156,-49680.1875,4860.850098,0.0,-6.0,2.0,175.700012,133.238007,-9.345,1.296,-109.0,-71.0,-2.0,0.02,0.0,0.0,true
May 22 2024 10:00:05:66 AM,40521.429688,-49681.417969,4861.049805,1.0,-6.0,2.0,175.895004,123.114006,-10.985001,1.804,-101.0,-16.0,5.0,0.02,0.0,0.0,true
May 22 2024 10:00:05:172 AM,40533.898438,-49682.578125,4861.239746,1.0,-6.0,2.0,176.089005,113.489006,-10.992001,2.185,-96.0,0.0,4.0,0.02,0.0,0.0,true
May 22 2024 10:00:05:266 AM,40544.359375,-49683.199219,4861.399902,1.0,-6.0,2.0,176.24501,105.338005,-5.859,1.255,-82.0,51.0,-9.0,1.02,0.0,0.0,true
May 22 2024 10:00:05:362 AM,40554.097656,-49682.96875,4861.529785,1.0,-5.0,2.0,176.376007,96.751007,2.097,1.556,-86.0,80.0,3.0,1.02,0.0,0.0,true
May 22 2024 10:00:05:466 AM,40563.679688,-49681.828125,4861.649902,1.0,-4.0,1.0,176.496002,86.959007,10.759001,1.054,-98.0,87.0,-5.0,1.02,0.0,0.0,true
May 22 2024 10:00:05:567 AM,40572.289062,-49681.058594,4861.77002,1.0,-4.0,2.0,176.616013,82.695007,5.398,1.036,-43.0,-54.0,0.0,0.02,0.0,0.0,true
May 22 2024 10:00:05:663 AM,40579.847656,-49681.308594,4861.889648,1.0,-3.0,2.0,176.738007,76.532005,-1.399,0.9,-62.0,-68.0,-1.0,0.02,0.0,0.0,true
May 22 2024 10:00:05:774 AM,40588.070312,-49681.6875,4862.029785,1.0,-3.0,2.0,176.879013,69.660004,-3.461,0.79,-69.0,-21.0,-1.0,0.02,0.0,0.0,true
May 22 2024 10:00:05:865 AM,40594.148438,-49681.96875,4862.139648,1.0,-3.0,2.0,176.988007,64.535004,-3.726,1.069,-51.0,-3.0,3.0,0.02,0.0,0.0,true
May 22 2024 10:00:05:967 AM,40600.507812,-49682.257812,4862.239746,1.0,-3.0,2.0,177.090012,59.095001,-3.497,0.815,-54.0,2.0,-3.0,0.02,0.0,0.0,true
May 22 2024 10:00:06:69 AM,40606.25,-49682.519531,4862.339844,1.0,-3.0,2.0,177.187012,54.056004,-3.129,1.289,-50.0,4.0,5.0,0.02,0.0,0.0,true
May 22 2024 10:00:06:171 AM,40611.527344,-49682.757812,4862.409668,1.0,-3.0,2.0,177.26001,49.322002,-2.735,0.647,-47.0,4.0,-6.0,0.02,0.0,0.0,true
May 22 2024 10:00:06:264 AM,40615.9375,-49682.949219,4862.5,1.0,-3.0,2.0,177.353012,45.293003,-2.454,1.195,-40.0,3.0,5.0,0.02,0.0,0.0,true
May 22 2024 10:00:06:360 AM,40620.109375,-49683.140625,4862.580078,1.0,-3.0,2.0,177.425003,41.375004,-2.209,0.04,-39.0,2.0,-12.0,0.02,0.0,0.0,true
May 22 2024 10:00:06:470 AM,40624.4375,-49683.328125,4862.649902,1.0,-3.0,2.0,177.500015,37.181004,-1.934,-0.186,-42.0,3.0,-2.0,0.02,0.0,0.0,true
May 22 2024 10:00:06:569 AM,40627.929688,-49683.480469,4862.699707,1.0,-3.0,2.0,177.545013,33.650002,-1.682,0.435,-35.0,3.0,6.0,0.02,0.0,0.0,true
May 22 2024 10:00:06:672 AM,40631.199219,-49683.617188,4862.759766,1.0,-3.0,2.0,177.604004,30.233002,-1.462,0.497,-34.0,2.0,1.0,0.02,0.0,0.0,true
May 22 2024 10:00:06:761 AM,40633.757812,-49683.71875,4862.790039,1.0,-3.0,2.0,177.641006,27.465002,-1.286,0.299,-28.0,2.0,-2.0,0.02,0.0,0.0,true
May 22 2024 10:00:06:866 AM,40636.460938,-49683.820312,4862.839844,1.0,-3.0,2.0,177.684006,24.395,-1.091,0.461,-31.0,2.0,2.0,0.02,0.0,0.0,true
May 22 2024 10:00:06:971 AM,40638.867188,-49683.898438,4862.879883,1.0,-3.0,2.0,177.725006,21.52,-0.928,0.391,-29.0,2.0,-1.0,0.02,0.0,0.0,true
May 22 2024 10:00:07:62 AM,40640.710938,-49683.96875,4862.909668,1.0,-3.0,2.0,177.758011,19.194,-0.94,0.376,-23.0,0.0,0.0,0.02,0.0,0.0,true
May 22 2024 10:00:07:166 AM,40642.570312,-49684.058594,4862.939941,1.0,-3.0,2.0,177.789001,16.686001,-0.895,0.31,-25.0,0.0,-1.0,0.02,0.0,0.0,true
