,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,OutOfBounds
May 22 2024 9:47:00:953 AM,37698.300781,-49487.96875,4908.739746,-1.0,-18.0,5.0,113.292007,234.710007,-148.03801,-5.289,232.0,-357.0,13.0,-0.99,1.0,0.0,true
May 22 2024 9:47:01:45 AM,37719.929688,-49504.417969,4908.189941,-1.0,-22.0,5.0,113.840004,249.502014,-183.020004,-7.483,148.0,-350.0,-22.0,-0.99,1.0,0.0,true
May 22 2024 9:47:01:155 AM,37749.230469,-49526.699219,4907.379883,-1.0,-27.0,5.0,114.652008,290.848999,-209.557007,-8.666,413.0,-265.0,-12.0,0.01,1.0,0.0,true
May 22 2024 9:47:01:249 AM,37779.308594,-49545.558594,4906.419922,-1.0,-28.0,4.0,115.620003,335.838013,-207.225006,-10.43,450.0,23.0,-18.0,1.01,1.0,0.0,true
May 22 2024 9:47:01:350 AM,37817.007812,-49564.117188,4905.100098,-1.0,-28.0,3.0,116.932007,382.828003,-191.065002,-12.984,470.0,162.0,-26.0,1.01,1.0,0.0,true
May 22 2024 9:47:01:446 AM,37856.949219,-49579.148438,4903.569824,-1.0,-25.0,2.0,118.467003,425.674011,-163.85701,-16.662001,428.0,272.0,-37.0,1.01,1.0,0.0,true
May 22 2024 9:47:01:552 AM,37905.449219,-49591.238281,4901.580078,-1.0,-21.0,1.0,120.457008,468.992035,-113.964005,-14.093,433.0,499.0,26.0,1.01,1.0,0.0,true
May 22 2024 9:47:01:648 AM,37953.078125,-49599.4375,4899.739746,-1.0,-16.0,1.0,122.294006,512.686035,-99.652008,-20.839001,437.0,143.0,-67.0,0.01,1.0,0.0,true
May 22 2024 9:47:01:750 AM,38007.359375,-49611.828125,4897.509766,-1.0,-15.0,1.0,124.530006,546.517029,-123.716003,-22.839001,338.0,-241.0,-20.0,0.01,1.0,0.0,true
May 22 2024 9:47:01:852 AM,38065.238281,-49626.207031,4895.159668,-1.0,-14.0,2.0,126.872009,580.231018,-139.878006,-23.447001,337.0,-162.0,-6.0,0.01,1.0,0.0,true
May 22 2024 9:47:01:944 AM,38120.128906,-49639.929688,4893.029785,-1.0,-14.0,2.0,129.001999,610.525024,-150.526001,-23.739,303.0,-106.0,-3.0,0.01,1.0,0.0,true
May 22 2024 9:47:02:48 AM,38185.648438,-49656.277344,4890.589844,-1.0,-14.0,2.0,131.442001,644.446045,-160.508011,-23.569,339.0,-100.0,2.0,0.01,1.0,0.0,true
May 22 2024 9:47:02:144 AM,38249.390625,-49671.878906,4888.330078,-1.0,-14.0,2.0,133.706009,676.372009,-163.374008,-23.657001,319.0,-29.0,-1.0,1.01,1.0,0.0,true
May 22 2024 9:47:02:246 AM,38320.667969,-49685.257812,4885.830078,-1.0,-12.0,1.0,136.209,711.455017,-130.613007,-24.828001,351.0,328.0,-12.0,1.01,1.0,0.0,true
May 22 2024 9:47:02:350 AM,38397.300781,-49693.199219,4883.120117,-1.0,-8.0,0.0,138.917007,746.702026,-83.345001,-26.209002,352.0,473.0,-14.0,0.01,1.0,0.0,true
May 22 2024 9:47:02:455 AM,38477.980469,-49702.269531,4880.409668,-1.0,-7.0,0.0,141.626007,781.276062,-84.374001,-25.963001,346.0,-10.0,2.0,0.01,1.0,0.0,true
May 22 2024 9:47:02:550 AM,38553.507812,-49710.6875,4878.029785,-1.0,-6.0,1.0,144.008011,811.470032,-84.016006,-25.230001,302.0,4.0,7.0,0.01,1.0,0.0,true
May 22 2024 9:47:02:646 AM,38633.417969,-49719.328125,4875.639648,0.0,-6.0,1.0,146.399002,841.345032,-85.640007,-24.909,299.0,-16.0,3.0,0.01,1.0,0.0,true
May 22 2024 9:47:02:750 AM,38722.429688,-49728.730469,4873.120117,0.0,-6.0,1.0,148.911011,869.749023,-87.826004,-23.955002,284.0,-22.0,10.0,0.01,0.0,0.0,true
May 22 2024 9:47:02:843 AM,38804.4375,-49737.238281,4870.919922,0.0,-6.0,1.0,151.112015,879.148071,-88.324005,-22.858002,94.0,-5.0,11.0,0.01,0.0,0.0,true
May 22 2024 9:47:02:950 AM,38897.648438,-49746.757812,4868.549805,-1.0,-6.0,1.0,153.48201,869.21106,-86.507004,-20.646002,-99.0,18.0,22.0,0.01,0.0,0.0,true
May 22 2024 9:47:03:49 AM,38982.109375,-49755.230469,4866.540039,-1.0,-6.0,1.0,155.49501,847.382019,-83.492004,-18.841002,-218.0,30.0,18.0,0.01,0.0,0.0,true
May 22 2024 9:47:03:144 AM,39060.769531,-49763.007812,4864.799805,-1.0,-6.0,2.0,157.230011,819.16803,-79.788002,-16.596001,-282.0,37.0,22.0,0.01,0.0,0.0,true
May 22 2024 9:47:03:250 AM,39145.0,-49771.1875,4863.100098,-2.0,-6.0,2.0,158.933014,782.722046,-75.183006,-14.795001,-364.0,46.0,18.0,0.01,0.0,0.0,true
May 22 2024 9:47:03:349 AM,39220.007812,-49778.359375,4861.709961,-2.0,-6.0,2.0,160.328003,745.902039,-70.618004,-12.933001,-368.0,46.0,19.0,0.01,0.0,0.0,true
May 22 2024 9:47:03:444 AM,39288.769531,-49784.828125,4860.560059,-2.0,-6.0,2.0,161.475006,709.262024,-66.212006,-11.219001,-366.0,44.0,17.0,0.01,0.0,0.0,true
May 22 2024 9:47:03:545 AM,39357.917969,-49791.230469,4859.5,-2.0,-6.0,2.0,162.535004,670.007019,-61.755001,-9.555,-393.0,45.0,17.0,0.01,0.0,0.0,true
May 22 2024 9:47:03:645 AM,39422.738281,-49797.128906,4858.639648,-2.0,-5.0,2.0,163.395004,631.30603,-57.295002,-7.674,-387.0,45.0,19.0,0.01,0.0,0.0,true
May 22 2024 9:47:03:750 AM,39486.488281,-49802.839844,4857.97998,-2.0,-5.0,2.0,164.059006,591.53302,-53.259003,-5.269,-398.0,40.0,24.0,0.01,0.0,0.0,true
May 22 2024 9:47:03:848 AM,39542.800781,-49807.820312,4857.549805,-2.0,-5.0,2.0,164.489014,555.308044,-49.310001,-4.222,-362.0,39.0,10.0,0.01,0.0,0.0,true
May 22 2024 9:47:03:944 AM,39594.488281,-49812.328125,4857.209961,-2.0,-5.0,1.0,164.82901,521.244995,-45.795002,-3.127,-341.0,35.0,11.0,0.01,0.0,0.0,true
May 22 2024 9:47:04:49 AM,39647.617188,-49816.898438,4857.0,-1.0,-5.0,1.0,165.036011,485.311035,-42.256001,-1.856,-359.0,35.0,13.0,0.01,0.0,0.0,true
May 22 2024 9:47:04:151 AM,39695.480469,-49820.949219,4856.899902,-1.0,-5.0,1.0,165.133011,452.448029,-38.813004,-0.87,-329.0,34.0,10.0,0.01,0.0,0.0,true
May 22 2024 9:47:04:243 AM,39735.929688,-49824.320312,4856.919922,-1.0,-5.0,1.0,165.152008,424.005005,-36.446003,0.885,-284.0,24.0,18.0,0.01,0.0,0.0,true
May 22 2024 9:47:04:349 AM,39779.179688,-49827.898438,4857.069824,-1.0,-5.0,1.0,165.299011,393.210022,-33.479,1.621,-308.0,30.0,7.0,0.01,0.0,0.0,true
May 22 2024 9:47:04:453 AM,39818.570312,-49831.109375,4857.279785,-1.0,-5.0,1.0,165.513,365.46402,-30.835001,1.984,-277.0,26.0,4.0,0.01,0.0,0.0,true
May 22 2024 9:47:04:545 AM,39851.460938,-49833.777344,4857.469727,-1.0,-5.0,1.0,165.701004,342.778015,-28.602001,1.714,-227.0,22.0,-3.0,0.01,0.0,0.0,true
May 22 2024 9:47:04:644 AM,39884.019531,-49836.378906,4857.669922,-1.0,-5.0,1.0,165.900009,320.411011,-26.808001,1.76,-224.0,18.0,0.0,0.01,0.0,0.0,true
May 22 2024 9:47:04:750 AM,39916.929688,-49838.988281,4857.929688,-1.0,-5.0,1.0,166.159012,297.876007,-24.657001,2.176,-225.0,22.0,4.0,0.01,0.0,0.0,true
May 22 2024 9:47:04:851 AM,39946.070312,-49840.878906,4858.169922,0.0,-5.0,1.0,166.397003,277.998016,-16.087,2.052,-199.0,86.0,-1.0,1.01,0.0,0.0,true
May 22 2024 9:47:04:955 AM,39973.46875,-49840.480469,4858.339844,0.0,-3.0,0.0,166.571014,256.75,5.45,1.364,-212.0,215.0,-7.0,1.01,0.0,0.0,true
May 22 2024 9:47:05:50 AM,39997.167969,-49837.699219,4858.429688,0.0,-1.0,0.0,166.66301,234.460007,29.028002,0.858,-223.0,236.0,-5.0,1.01,0.0,0.0,true
May 22 2024 9:47:05:144 AM,40017.808594,-49832.859375,4858.449707,0.0,1.0,0.0,166.684006,210.807007,51.896004,-0.005,-237.0,229.0,-9.0,1.01,0.0,0.0,true
May 22 2024 9:47:05:253 AM,40038.960938,-49824.917969,4858.399902,0.0,5.0,0.0,166.734009,185.447006,73.066002,-0.394,-254.0,212.0,-4.0,1.01,0.0,0.0,true
May 22 2024 9:47:05:349 AM,40055.9375,-49816.96875,4858.350098,0.0,8.0,0.0,166.785004,168.59201,82.227005,-0.356,-169.0,92.0,0.0,1.01,1.0,0.0,true
May 22 2024 9:47:05:452 AM,40072.070312,-49808.257812,4858.319824,0.0,11.0,0.0,166.818008,153.51001,86.916,-0.331,-151.0,47.0,0.0,1.01,1.0,0.0,true
May 22 2024 9:47:05:545 AM,40087.128906,-49799.988281,4858.319824,0.0,13.0,0.0,166.824005,164.707001,87.576004,-0.1,112.0,7.0,2.0,0.01,1.0,0.0,true
May 22 2024 9:47:05:650 AM,40107.230469,-49791.839844,4858.429688,0.0,15.0,1.0,166.931015,197.136017,77.121002,0.16,324.0,-105.0,3.0,0.01,1.0,0.0,true
May 22 2024 9:47:05:753 AM,40130.199219,-49785.199219,4858.600098,1.0,15.0,2.0,167.095001,230.048004,69.729004,0.606,329.0,-74.0,4.0,0.01,1.0,0.0,true
May 22 2024 9:47:05:845 AM,40153.417969,-49778.730469,4858.72998,1.0,15.0,2.0,167.228012,259.647003,73.233002,0.643,296.0,35.0,0.0,0.01,1.0,0.0,true
May 22 2024 9:47:05:947 AM,40182.238281,-49770.769531,4858.859863,1.0,15.0,2.0,167.361008,293.165009,80.890007,0.695,335.0,77.0,1.0,0.01,1.0,0.0,true
May 22 2024 9:47:06:46 AM,40213.527344,-49762.128906,4859.009766,1.0,15.0,2.0,167.506012,326.071014,89.674004,1.14,329.0,88.0,4.0,0.01,1.0,0.0,true
May 22 2024 9:47:06:153 AM,40250.609375,-49751.910156,4859.189941,2.0,15.0,2.0,167.692001,361.137024,99.793007,1.233,351.0,101.0,1.0,0.01,1.0,0.0,true
May 22 2024 9:47:06:249 AM,40287.238281,-49741.769531,4859.419922,2.0,15.0,2.0,167.920013,392.588013,108.746002,2.363,315.0,90.0,11.0,0.01,1.0,0.0,true
May 22 2024 9:47:06:351 AM,40329.300781,-49730.117188,4859.709961,2.0,15.0,2.0,168.211014,425.580017,118.679008,2.674,330.0,99.0,3.0,0.01,1.0,0.0,true
May 22 2024 9:47:06:451 AM,40373.628906,-49717.800781,4860.009766,2.0,15.0,2.0,168.508011,457.471008,128.276001,2.813,319.0,96.0,1.0,0.01,1.0,0.0,true
May 22 2024 9:47:06:545 AM,40418.46875,-49705.300781,4860.310059,2.0,15.0,2.0,168.807007,487.251038,137.104004,3.91,298.0,88.0,11.0,0.01,1.0,0.0,true
May 22 2024 9:47:06:652 AM,40472.578125,-49690.160156,4860.75,2.0,16.0,2.0,169.246002,520.38501,146.673004,4.362,331.0,96.0,5.0,0.01,1.0,0.0,true
May 22 2024 9:47:06:743 AM,40521.527344,-49676.410156,4861.199707,2.0,16.0,2.0,169.696014,548.236023,154.845001,5.172,279.0,82.0,8.0,0.01,1.0,0.0,true
May 22 2024 9:47:06:844 AM,40578.828125,-49660.269531,4861.75,2.0,16.0,2.0,170.248001,578.643005,164.105011,5.457,304.0,93.0,3.0,0.01,1.0,0.0,true
May 22 2024 9:47:06:950 AM,40642.097656,-49642.359375,4862.370117,2.0,16.0,2.0,170.873001,609.923035,173.659012,5.987,313.0,96.0,5.0,0.01,1.0,0.0,true
May 22 2024 9:47:07:51 AM,40705.289062,-49624.398438,4863.049805,2.0,16.0,2.0,171.554001,639.082031,182.656006,6.964,292.0,90.0,10.0,0.01,1.0,0.0,true
May 22 2024 9:47:07:147 AM,40767.847656,-49606.550781,4863.75,2.0,16.0,2.0,172.247009,666.30304,191.411011,7.304,272.0,88.0,3.0,0.01,1.0,0.0,true
May 22 2024 9:47:07:253 AM,40840.730469,-49585.609375,4864.620117,2.0,16.0,2.0,173.117004,696.279053,200.42601,8.748,300.0,90.0,14.0,0.01,1.0,0.0,true
May 22 2024 9:47:07:350 AM,40909.609375,-49565.808594,4865.540039,2.0,16.0,2.0,174.043015,723.220032,207.571014,9.939,269.0,71.0,12.0,0.0,1.0,0.0,true
May 22 2024 9:47:07:453 AM,40985.800781,-49544.089844,4866.580078,2.0,16.0,2.0,175.077011,751.745056,214.687012,9.97,285.0,71.0,0.0,-0.01,1.0,0.0,true
May 22 2024 9:47:07:550 AM,41059.859375,-49523.207031,4867.600098,2.0,16.0,3.0,176.103012,778.483032,219.065018,11.097,267.0,44.0,11.0,-0.02,1.0,0.0,true
May 22 2024 9:47:07:648 AM,41137.867188,-49501.609375,4868.77002,2.0,16.0,3.0,177.265015,805.696045,221.998016,12.18,272.0,29.0,11.0,-0.02,1.0,0.0,true
May 22 2024 9:47:07:748 AM,41220.167969,-49479.257812,4870.009766,2.0,15.0,3.0,178.512009,833.111023,224.733017,12.715,274.0,27.0,5.0,-0.02,1.0,0.0,true
May 22 2024 9:47:07:847 AM,41304.648438,-49456.730469,4871.339844,2.0,15.0,2.0,179.839005,860.044067,226.535004,13.887001,269.0,18.0,12.0,-0.02,1.0,0.0,true
May 22 2024 9:47:07:953 AM,41396.960938,-49433.957031,4872.830078,2.0,14.0,3.0,181.326004,890.460022,210.064011,14.052001,304.0,-165.0,2.0,-1.02,1.0,0.0,true
May 22 2024 9:47:08:50 AM,41485.578125,-49418.4375,4874.370117,2.0,11.0,4.0,182.864014,914.618042,152.451004,16.234001,242.0,-576.0,22.0,-1.02,0.0,0.0,true
May 22 2024 9:47:08:142 AM,41569.167969,-49411.777344,4876.350098,2.0,6.0,4.0,184.848007,913.83905,57.910004,21.328001,-8.0,-945.0,51.0,-1.02,0.0,0.0,true
May 22 2024 9:47:08:247 AM,41662.140625,-49415.730469,4879.330078,2.0,-2.0,5.0,187.830002,876.194031,-67.698006,24.314001,-376.0,-1256.0,30.0,-1.02,0.0,0.0,true
May 22 2024 9:47:08:354 AM,41750.480469,-49431.667969,4881.509766,1.0,-11.0,5.0,190.005005,827.051025,-170.371002,11.053,-491.0,-1027.0,-133.0,-0.02,0.0,0.0,true
May 22 2024 9:47:08:446 AM,41823.128906,-49448.828125,4881.959961,0.0,-15.0,4.0,190.457016,797.492065,-199.235016,2.001,-296.0,-289.0,-91.0,-0.02,0.0,0.0,true
May 22 2024 9:47:08:553 AM,41907.117188,-49468.058594,4883.810059,1.0,-16.0,2.0,192.313004,752.499023,-216.503006,9.433001,-450.0,-173.0,74.0,-0.02,0.0,0.0,true
May 22 2024 9:47:08:646 AM,41975.6875,-49486.109375,4885.859863,2.0,-16.0,1.0,194.363007,715.55603,-206.180008,13.09,-369.0,103.0,37.0,-0.02,0.0,0.0,true
May 22 2024 9:47:08:744 AM,42045.949219,-49506.390625,4887.52002,2.0,-16.0,1.0,196.02301,674.189026,-197.483017,10.803,-414.0,87.0,-23.0,-0.02,0.0,0.0,true
May 22 2024 9:47:08:854 AM,42117.0,-49527.289062,4888.97998,3.0,-17.0,0.0,197.483017,625.183044,-196.777008,16.035,-490.0,7.0,52.0,-0.02,0.0,0.0,true
May 22 2024 9:47:08:946 AM,42172.699219,-49544.109375,4890.540039,2.0,-17.0,-1.0,199.043015,584.433044,-195.435013,22.826,-407.0,13.0,68.0,-0.02,0.0,0.0,true
May 22 2024 9:47:09:49 AM,42228.910156,-49560.980469,4893.22998,1.0,-17.0,-1.0,201.73201,547.942017,-166.991013,31.250002,-365.0,284.0,84.0,0.98,0.0,0.0,true
May 22 2024 9:47:09:146 AM,42280.269531,-49572.890625,4896.060059,0.0,-15.0,-2.0,204.559006,517.036011,-113.479004,28.010002,-309.0,535.0,-32.0,-0.02,0.0,0.0,true
May 22 2024 9:47:09:248 AM,42330.089844,-49584.550781,4898.25,0.0,-14.0,-1.0,206.746002,481.610016,-105.715004,19.102001,-354.0,78.0,-89.0,-0.02,0.0,0.0,true
May 22 2024 9:47:09:356 AM,42378.847656,-49596.507812,4899.47998,0.0,-14.0,-1.0,207.980011,444.66803,-105.145004,7.57,-369.0,6.0,-115.0,-0.02,0.0,0.0,true
May 22 2024 9:47:09:450 AM,42419.179688,-49606.609375,4900.069824,0.0,-14.0,-1.0,208.569016,413.943024,-102.427002,5.22,-307.0,27.0,-24.0,-0.02,0.0,0.0,true
May 22 2024 9:47:09:549 AM,42458.710938,-49616.707031,4900.52002,0.0,-14.0,-1.0,209.024017,384.143005,-97.402008,3.826,-298.0,50.0,-14.0,-0.02,0.0,0.0,true
May 22 2024 9:47:09:649 AM,42495.007812,-49626.117188,4900.819824,0.0,-14.0,0.0,209.321014,359.005005,-91.541008,2.866,-251.0,59.0,-10.0,-0.02,1.0,0.0,true
May 22 2024 9:47:09:745 AM,42528.960938,-49635.019531,4901.089844,0.0,-14.0,0.0,209.59201,346.728027,-89.034004,2.762,-123.0,25.0,-1.0,-0.02,1.0,0.0,true
May 22 2024 9:47:09:855 AM,42567.769531,-49645.25,4901.399902,0.0,-14.0,0.0,209.900009,354.705017,-92.749008,1.618,80.0,-37.0,-11.0,-0.02,1.0,0.0,true
May 22 2024 9:47:09:948 AM,42602.140625,-49653.828125,4901.629883,0.0,-14.0,0.0,210.125015,373.789032,-90.015007,1.834,191.0,27.0,2.0,0.98,1.0,0.0,true
May 22 2024 9:47:10:54 AM,42643.289062,-49660.789062,4901.839844,0.0,-13.0,-1.0,210.338013,401.236023,-65.699005,1.383,274.0,243.0,-5.0,0.98,1.0,0.0,true
May 22 2024 9:47:10:144 AM,42681.527344,-49663.300781,4902.040039,0.0,-10.0,-2.0,210.539017,424.439026,-29.267002,2.11,232.0,364.0,7.0,0.98,1.0,0.0,true
May 22 2024 9:47:10:245 AM,42725.179688,-49660.808594,4902.25,0.0,-5.0,-3.0,210.754013,442.940033,27.073002,1.349,185.0,563.0,-8.0,0.98,1.0,0.0,true
May 22 2024 9:47:10:343 AM,42767.960938,-49652.4375,4902.439941,0.0,1.0,-3.0,210.944016,452.152008,94.286003,1.936,92.0,672.0,6.0,0.98,1.0,0.0,true
May 22 2024 9:47:10:445 AM,42813.828125,-49636.859375,4902.509766,0.0,8.0,-4.0,211.004013,460.047028,161.811005,-2.209,79.0,675.0,-41.0,0.98,0.0,0.0,true
May 22 2024 9:47:10:544 AM,42857.539062,-49615.609375,4902.22998,-1.0,15.0,-4.0,211.276016,444.948029,223.425003,-4.29,-151.0,616.0,-21.0,0.98,0.0,0.0,false
May 22 2024 9:47:10:650 AM,42900.808594,-49587.480469,4901.949707,-1.0,23.0,-4.0,211.558014,403.440033,276.814026,-0.148,-415.0,534.0,41.0,0.98,0.0,0.0,false
May 22 2024 9:47:10:753 AM,42937.1875,-49555.769531,4900.839844,-1.0,30.0,-5.0,212.666016,354.777008,312.294006,-17.221001,-487.0,355.0,-171.0,0.98,0.0,0.0,false
May 22 2024 9:47:10:846 AM,42965.167969,-49525.148438,4898.97998,-2.0,37.0,-5.0,214.530014,306.172028,334.490021,-22.713001,-486.0,222.0,-55.0,0.98,0.0,0.0,false
May 22 2024 9:47:10:948 AM,42990.480469,-49490.957031,4896.989746,-3.0,43.0,-5.0,216.522003,252.369019,348.132019,-22.357,-538.0,136.0,4.0,0.98,1.0,0.0,false
May 22 2024 9:47:11:53 AM,43011.507812,-49455.269531,4895.370117,-4.0,50.0,-5.0,218.140015,203.727005,361.067017,-19.774,-486.0,129.0,26.0,0.98,1.0,0.0,false
May 22 2024 9:47:11:150 AM,43028.179688,-49418.878906,4894.299805,-4.0,56.0,-5.0,219.211014,164.509003,383.035004,-16.067001,-392.0,220.0,37.0,0.98,1.0,0.0,false
May 22 2024 9:47:11:248 AM,43040.480469,-49379.578125,4893.439941,-4.0,62.0,-6.0,220.073013,123.114006,411.576019,-14.851001,-414.0,285.0,12.0,0.98,1.0,0.0,false
May 22 2024 9:47:11:352 AM,43048.539062,-49334.117188,4892.489746,-3.0,69.0,-7.0,221.022003,72.969002,444.461029,-11.356001,-501.0,329.0,35.0,0.98,0.0,0.0,false
May 22 2024 9:47:11:445 AM,43050.910156,-49291.320312,4891.669922,-2.0,76.0,-8.0,221.844009,28.027,465.328033,-10.48,-449.0,209.0,9.0,0.98,0.0,0.0,false
