,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,IsCrash
May 21 2024 2:02:35:599 PM,38746.539062,-49504.097656,4864.299805,0.0,-4.0,3.0,153.706009,802.636047,-59.681004,-23.264002,337.0,0.0,5.0,0.01,1.0,0.0,true
May 21 2024 2:02:35:700 PM,38829.929688,-49510.070312,4861.969727,0.0,-4.0,3.0,156.036011,834.590027,-59.321003,-22.898001,320.0,4.0,4.0,0.01,1.0,0.0,true
May 21 2024 2:02:35:794 PM,38909.847656,-49515.550781,4859.859863,0.0,-4.0,3.0,158.141006,862.89502,-58.705002,-22.133001,283.0,6.0,8.0,0.01,1.0,0.0,true
May 21 2024 2:02:35:896 PM,39000.039062,-49521.449219,4857.629883,0.0,-4.0,3.0,160.373001,892.871033,-57.758003,-21.554001,300.0,9.0,6.0,0.01,1.0,0.0,true
May 21 2024 2:02:35:993 PM,39087.820312,-49528.578125,4855.689941,0.0,-4.0,3.0,162.311005,916.216064,-79.740005,-19.174002,233.0,-220.0,24.0,-0.99,1.0,0.0,true
May 21 2024 2:02:36:97 PM,39183.230469,-49543.019531,4854.089844,0.0,-8.0,5.0,163.914001,924.905029,-145.219009,-15.196001,87.0,-655.0,40.0,-0.99,1.0,0.0,true
May 21 2024 2:02:36:197 PM,39273.960938,-49566.148438,4854.049805,0.0,-14.0,6.0,163.950012,906.515015,-247.895004,0.395,-184.0,-1027.0,156.0,0.01,1.0,0.0,true
May 21 2024 2:02:36:302 PM,39367.109375,-49598.46875,4854.239746,0.0,-20.0,7.0,164.132004,912.625061,-317.56601,-2.112,61.0,-697.0,-25.0,0.01,1.0,0.0,true
May 21 2024 2:02:36:392 PM,39450.550781,-49628.679688,4854.120117,1.0,-22.0,6.0,164.247009,924.996033,-350.009003,-0.441,124.0,-324.0,17.0,0.01,1.0,0.0,true
May 21 2024 2:02:36:493 PM,39544.789062,-49664.867188,4854.22998,1.0,-22.0,6.0,164.35701,941.767029,-376.742004,1.714,168.0,-267.0,22.0,0.01,1.0,0.0,true
May 21 2024 2:02:36:592 PM,39641.070312,-49702.527344,4854.52002,1.0,-22.0,5.0,164.649002,962.025024,-393.396027,5.355,203.0,-167.0,36.0,0.01,1.0,0.0,true
May 21 2024 2:02:36:696 PM,39743.46875,-49742.707031,4855.319824,2.0,-22.0,4.0,165.44101,985.31604,-403.177032,11.235001,233.0,-98.0,59.0,0.01,1.0,0.0,true
May 21 2024 2:02:36:797 PM,39844.550781,-49782.199219,4856.600098,2.0,-21.0,3.0,166.726013,1008.481018,-409.857025,13.687,232.0,-67.0,25.0,0.01,1.0,0.0,true
May 21 2024 2:02:36:897 PM,39947.480469,-49822.039062,4858.009766,2.0,-21.0,2.0,168.132004,1031.499023,-415.836029,14.534,230.0,-60.0,8.0,0.01,1.0,0.0,true
May 21 2024 2:02:36:998 PM,40054.320312,-49863.21875,4859.419922,2.0,-21.0,1.0,169.545013,1056.055054,-418.601013,14.76,246.0,-28.0,2.0,0.01,1.0,0.0,true
May 21 2024 2:02:37:99 PM,40162.109375,-49901.6875,4860.850098,2.0,-20.0,0.0,170.972015,1086.959106,-390.340027,14.925001,309.0,283.0,2.0,1.01,1.0,0.0,true
May 21 2024 2:02:37:198 PM,40273.410156,-49933.167969,4862.129883,1.0,-16.0,-2.0,172.252014,1119.058105,-313.594025,10.818001,321.0,767.0,-41.0,1.01,1.0,0.0,true
May 21 2024 2:02:37:295 PM,40381.898438,-49953.007812,4864.029785,1.0,-9.0,-3.0,174.151001,1135.81604,-188.671005,20.762001,168.0,1249.0,99.0,1.01,1.0,0.0,true
May 21 2024 2:02:37:397 PM,40496.027344,-49959.050781,4866.77002,1.0,1.0,-5.0,176.895004,1125.881104,-28.134001,26.77,-99.0,1605.0,60.0,1.01,1.0,0.0,true
May 21 2024 2:02:37:500 PM,40607.628906,-49948.320312,4869.75,1.0,12.0,-6.0,179.879013,1083.618042,143.670013,18.970001,-423.0,1718.0,-78.0,0.01,1.0,0.0,true
May 21 2024 2:02:37:596 PM,40706.527344,-49923.5,4872.159668,1.0,23.0,-7.0,182.286011,1036.675049,296.346008,10.498,-469.0,1527.0,-85.0,1.01,1.0,0.0,true
May 21 2024 2:02:37:698 PM,40804.828125,-49882.917969,4874.310059,1.0,33.0,-7.0,184.440002,953.452026,453.240021,13.296,-832.0,1569.0,28.0,1.01,1.0,0.0,false
May 21 2024 2:02:37:798 PM,40890.289062,-49828.320312,4876.489746,1.0,42.0,-8.0,186.617004,827.143066,591.263,19.312,-1263.0,1380.0,60.0,0.01,1.0,0.0,true
May 21 2024 2:02:37:896 PM,40961.398438,-49763.96875,4878.299805,1.0,52.0,-9.0,188.427002,712.713013,705.161011,7.983,-1144.0,1139.0,-113.0,-0.99,1.0,0.0,false
May 21 2024 2:02:37:994 PM,41024.460938,-49691.800781,4879.100098,1.0,58.0,-9.0,189.224014,631.883057,773.08606,-6.663,-808.0,679.0,-146.0,-0.99,1.0,0.0,false
May 21 2024 2:02:38:93 PM,41083.96875,-49614.167969,4878.080078,0.0,60.0,-8.0,190.239014,565.755005,806.834045,-20.130001,-661.0,337.0,-135.0,-0.99,1.0,0.0,false
May 21 2024 2:02:38:196 PM,41145.9375,-49533.417969,4875.419922,0.0,56.0,-5.0,192.905014,567.022034,791.720032,-19.366001,13.0,-151.0,8.0,-0.99,1.0,0.0,false
May 21 2024 2:02:38:296 PM,41211.148438,-49462.359375,4873.419922,0.0,49.0,-1.0,194.903015,614.971008,723.194031,-14.558001,479.0,-685.0,48.0,-0.99,1.0,0.0,false
May 21 2024 2:02:38:394 PM,41280.550781,-49401.867188,4872.279785,0.0,41.0,3.0,196.043015,670.784058,622.616028,-11.492001,558.0,-1006.0,31.0,-0.99,1.0,0.0,false
May 21 2024 2:02:38:494 PM,41353.117188,-49350.398438,4872.339844,1.0,32.0,5.0,196.106003,724.215027,507.22702,8.562,534.0,-1154.0,201.0,0.01,1.0,0.0,false
May 21 2024 2:02:38:595 PM,41432.128906,-49307.097656,4874.319824,2.0,24.0,6.0,198.080002,797.509033,415.150024,23.063002,733.0,-921.0,145.0,0.01,1.0,0.0,false
May 21 2024 2:02:38:697 PM,41517.347656,-49267.96875,4876.319824,2.0,20.0,5.0,200.084015,849.245056,362.290009,19.241001,517.0,-529.0,-38.0,0.01,1.0,0.0,false
May 21 2024 2:02:38:801 PM,41604.160156,-49231.917969,4878.0,2.0,19.0,4.0,201.761017,882.348022,342.253021,14.045001,331.0,-200.0,-52.0,1.01,1.0,0.0,false
May 21 2024 2:02:38:898 PM,41691.257812,-49194.019531,4878.859863,1.0,21.0,3.0,202.627014,885.429016,375.782013,9.699,31.0,335.0,-43.0,1.01,1.0,0.0,false
May 21 2024 2:02:39:0 PM,41776.089844,-49146.859375,4879.589844,1.0,27.0,0.0,203.354004,840.94104,460.208008,11.153001,-445.0,844.0,15.0,1.01,1.0,0.0,false
May 21 2024 2:02:39:96 PM,41851.398438,-49092.308594,4882.560059,2.0,37.0,-1.0,206.328003,752.101013,557.109009,34.961002,-888.0,969.0,238.0,1.01,1.0,0.0,false
May 21 2024 2:02:39:200 PM,41922.070312,-49024.300781,4887.419922,4.0,48.0,-2.0,211.184006,638.757019,649.767029,30.929001,-1133.0,927.0,-40.0,1.01,1.0,0.0,false
May 21 2024 2:02:39:298 PM,41972.128906,-48955.949219,4891.52002,3.0,60.0,-2.0,215.279007,466.402008,730.560059,45.174004,-1724.0,808.0,142.0,1.01,1.0,0.0,false
May 21 2024 2:02:39:398 PM,42005.050781,-48881.027344,4896.27002,1.0,73.0,-2.0,220.029007,318.962006,794.91803,35.918003,-1474.0,644.0,-93.0,0.01,1.0,0.0,false
May 21 2024 2:02:39:496 PM,42027.527344,-48800.75,4899.359863,1.0,81.0,-3.0,223.125015,224.115005,844.900024,18.706001,-948.0,500.0,-172.0,0.01,1.0,0.0,false
May 21 2024 2:02:39:600 PM,42044.460938,-48710.957031,4901.209961,1.0,85.0,-4.0,224.969009,137.542999,882.346069,14.239,-866.0,374.0,-45.0,0.01,1.0,0.0,false
May 21 2024 2:02:39:700 PM,42054.867188,-48621.207031,4902.169922,1.0,86.0,-4.0,225.939011,83.654007,911.47406,4.857,-539.0,291.0,-94.0,0.01,1.0,0.0,false
May 21 2024 2:02:39:795 PM,42062.21875,-48532.648438,4902.47998,1.0,86.0,-3.0,226.24501,60.769001,935.374023,2.724,-229.0,239.0,-21.0,0.01,1.0,0.0,false
May 21 2024 2:02:39:895 PM,42068.6875,-48437.917969,4902.799805,1.0,86.0,-2.0,226.567017,52.251003,958.024048,4.788,-85.0,227.0,21.0,0.01,1.0,0.0,false
May 21 2024 2:02:39:996 PM,42074.167969,-48341.078125,4903.060059,1.0,87.0,-2.0,226.819016,34.719002,973.024048,1.673,-175.0,150.0,-31.0,1.01,1.0,0.0,false
May 21 2024 2:02:40:96 PM,42077.238281,-48244.238281,4903.149902,1.0,88.0,-1.0,226.917007,23.962002,970.588074,1.975,-108.0,-24.0,3.0,0.01,0.0,0.0,false
May 21 2024 2:02:40:196 PM,42080.210938,-48147.199219,4903.350098,1.0,88.0,-1.0,227.118011,18.817001,968.785034,2.864,-51.0,-18.0,9.0,0.01,0.0,0.0,true
May 21 2024 2:02:40:294 PM,42082.550781,-48052.058594,4903.649902,1.0,89.0,0.0,227.414017,15.599001,966.94104,3.637,-32.0,-18.0,8.0,0.01,0.0,0.0,true
