,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,IsCrash
May 21 2024 1:56:04:195 PM,38166.949219,-49577.808594,4889.319824,-1.0,-13.0,3.0,129.937012,598.507019,-133.894012,-21.43,28.0,8.0,6.0,0.01,1.0,0.0,true
May 21 2024 1:56:04:285 PM,38222.109375,-49589.988281,4887.319824,-1.0,-13.0,3.0,131.935013,601.025024,-133.282013,-21.011002,25.0,6.0,4.0,0.01,1.0,0.0,true
May 21 2024 1:56:04:387 PM,38282.320312,-49605.4375,4885.259766,-1.0,-14.0,4.0,133.998001,595.633057,-155.91301,-19.963001,-54.0,-226.0,10.0,0.01,1.0,0.0,true
May 21 2024 1:56:04:484 PM,38340.371094,-49619.9375,4883.310059,-1.0,-14.0,3.0,135.945007,599.140015,-151.076004,-19.168001,35.0,48.0,8.0,0.01,1.0,0.0,true
May 21 2024 1:56:04:586 PM,38401.878906,-49634.917969,4881.359863,-1.0,-14.0,3.0,137.897003,601.731018,-149.624008,-18.533001,26.0,15.0,6.0,0.01,1.0,0.0,true
May 21 2024 1:56:04:684 PM,38463.617188,-49649.789062,4879.549805,-1.0,-14.0,3.0,139.709,646.274048,-158.442001,-19.342001,445.0,-88.0,-8.0,0.01,1.0,0.0,true
May 21 2024 1:56:04:789 PM,38534.769531,-49666.738281,4877.580078,-1.0,-14.0,3.0,141.682007,691.026062,-167.076004,-19.492001,448.0,-86.0,-2.0,0.01,1.0,0.0,true
May 21 2024 1:56:04:882 PM,38601.488281,-49682.449219,4875.790039,0.0,-13.0,2.0,143.469009,726.246033,-173.463013,-19.585001,352.0,-64.0,-1.0,0.01,1.0,0.0,true
May 21 2024 1:56:04:985 PM,38678.558594,-49700.367188,4873.810059,0.0,-13.0,2.0,145.447006,761.632019,-179.405014,-19.329,354.0,-59.0,3.0,0.01,1.0,0.0,true
May 21 2024 1:56:05:87 PM,38757.640625,-49718.5,4871.899902,0.0,-13.0,2.0,147.358002,794.21405,-183.616013,-18.880001,326.0,-42.0,4.0,1.01,1.0,0.0,true
May 21 2024 1:56:05:189 PM,38841.578125,-49734.558594,4869.919922,0.0,-12.0,1.0,149.341003,828.06604,-153.84201,-19.354,339.0,298.0,-5.0,1.01,1.0,0.0,true
May 21 2024 1:56:05:286 PM,38924.339844,-49744.507812,4867.969727,0.0,-8.0,0.0,151.292007,858.746033,-110.458008,-19.934,307.0,434.0,-6.0,0.01,1.0,0.0,true
May 21 2024 1:56:05:389 PM,39014.019531,-49755.410156,4865.97998,0.0,-7.0,0.0,153.276001,889.835022,-105.103004,-19.280001,311.0,54.0,7.0,0.01,1.0,0.0,true
May 21 2024 1:56:05:484 PM,39100.367188,-49765.238281,4864.25,0.0,-6.0,0.0,155.01001,917.851013,-98.952003,-17.980001,280.0,62.0,13.0,0.01,1.0,0.0,true
May 21 2024 1:56:05:590 PM,39199.488281,-49775.828125,4862.409668,0.0,-6.0,1.0,156.851013,947.81604,-95.976006,-17.264,300.0,30.0,7.0,0.01,1.0,0.0,true
May 21 2024 1:56:05:691 PM,39296.417969,-49785.699219,4860.810059,0.0,-6.0,1.0,158.452011,975.332031,-95.035004,-15.596001,275.0,9.0,17.0,0.01,1.0,0.0,true
May 21 2024 1:56:05:783 PM,39388.429688,-49794.707031,4859.459961,0.0,-6.0,1.0,159.804001,1000.209045,-94.877007,-14.160001,249.0,2.0,14.0,0.01,1.0,0.0,true
May 21 2024 1:56:05:887 PM,39493.917969,-49804.628906,4858.22998,1.0,-5.0,1.0,161.025009,1027.253052,-94.717003,-10.159,270.0,2.0,40.0,0.01,1.0,0.0,true
May 21 2024 1:56:05:984 PM,39595.519531,-49813.839844,4857.439941,1.0,-5.0,1.0,161.821014,1052.102051,-94.077003,-7.588,248.0,6.0,26.0,0.01,1.0,0.0,true
May 21 2024 1:56:06:86 PM,39704.039062,-49823.257812,4857.02002,1.0,-5.0,1.0,162.242004,1077.400024,-93.338005,-3.122,253.0,7.0,45.0,0.01,1.0,0.0,true
May 21 2024 1:56:06:188 PM,39815.898438,-49832.5,4857.139648,1.0,-5.0,1.0,162.362015,1102.171021,-92.512001,3.508,248.0,8.0,66.0,0.01,1.0,0.0,true
May 21 2024 1:56:06:283 PM,39921.867188,-49840.878906,4857.699707,2.0,-5.0,1.0,162.923004,1124.857056,-91.231003,7.496,227.0,13.0,40.0,0.01,1.0,0.0,true
May 21 2024 1:56:06:382 PM,40034.667969,-49849.140625,4858.649902,2.0,-4.0,0.0,163.871002,1148.261108,-82.776001,10.553,234.0,85.0,31.0,1.01,1.0,0.0,true
May 21 2024 1:56:06:489 PM,40159.050781,-49852.488281,4859.879883,2.0,-2.0,-1.0,165.102005,1167.051025,-25.071001,11.646001,188.0,577.0,11.0,1.01,1.0,0.0,true
May 21 2024 1:56:06:589 PM,40276.179688,-49851.128906,4861.540039,1.0,1.0,-1.0,166.761002,1188.751099,10.607,14.449,217.0,357.0,28.0,0.01,1.0,0.0,true
May 21 2024 1:56:06:684 PM,40391.308594,-49848.128906,4862.799805,1.0,2.0,-2.0,168.021011,1210.156006,35.540001,12.404,214.0,249.0,-20.0,0.01,1.0,0.0,true
May 21 2024 1:56:06:789 PM,40518.980469,-49842.96875,4864.089844,2.0,3.0,-2.0,169.311005,1233.098022,56.365002,12.179001,229.0,208.0,-2.0,0.01,1.0,0.0,true
May 21 2024 1:56:06:882 PM,40634.847656,-49837.167969,4865.259766,2.0,3.0,-2.0,170.483002,1245.273071,68.508003,13.052001,122.0,121.0,9.0,0.01,1.0,0.0,true
May 21 2024 1:56:06:988 PM,40766.527344,-49829.628906,4866.639648,1.0,3.0,-1.0,171.860001,1241.735107,77.012001,13.816001,-35.0,85.0,8.0,0.01,1.0,0.0,true
May 21 2024 1:56:07:86 PM,40887.769531,-49822.027344,4867.969727,1.0,4.0,-1.0,173.197006,1238.483032,82.747002,14.469001,-33.0,57.0,7.0,0.01,1.0,0.0,true
May 21 2024 1:56:07:184 PM,41008.640625,-49813.199219,4869.359863,1.0,4.0,-1.0,174.584015,1233.506104,99.185005,14.573001,-50.0,164.0,1.0,1.01,1.0,0.0,true
May 21 2024 1:56:07:290 PM,41137.589844,-49797.230469,4870.889648,1.0,7.0,-2.0,176.118011,1216.512085,157.442001,14.083001,-170.0,583.0,-5.0,0.01,1.0,0.0,true
May 21 2024 1:56:07:389 PM,41257.148438,-49779.898438,4872.290039,1.0,9.0,-2.0,177.511002,1221.755005,180.533005,14.431001,52.0,231.0,3.0,0.01,1.0,0.0,true
May 21 2024 1:56:07:483 PM,41371.929688,-49761.0,4873.669922,1.0,10.0,-2.0,178.896011,1236.537109,215.965012,14.069,148.0,354.0,-4.0,1.01,1.0,0.0,true
May 21 2024 1:56:07:583 PM,41497.25,-49733.699219,4875.47998,1.0,13.0,-3.0,180.700012,1232.821045,291.514008,20.956001,-37.0,755.0,69.0,1.01,1.0,0.0,true
May 21 2024 1:56:07:686 PM,41620.398438,-49695.050781,4877.739746,1.0,19.0,-4.0,182.965012,1195.343018,403.577026,21.599001,-375.0,1121.0,6.0,1.01,1.0,0.0,true
May 21 2024 1:56:07:782 PM,41728.890625,-49647.910156,4880.469727,1.0,27.0,-5.0,185.698013,1129.171021,522.749023,24.494001,-662.0,1192.0,29.0,1.01,1.0,0.0,true
May 21 2024 1:56:07:890 PM,41840.777344,-49580.667969,4883.560059,1.0,38.0,-6.0,188.787003,1008.896057,659.41803,22.983002,-1203.0,1367.0,-15.0,1.01,1.0,0.0,false
May 21 2024 1:56:07:988 PM,41931.347656,-49506.667969,4888.279785,2.0,48.0,-6.0,193.509003,852.960022,784.758057,39.304001,-1559.0,1253.0,163.0,1.01,1.0,0.0,false
May 21 2024 1:56:08:82 PM,42001.46875,-49426.1875,4893.129883,4.0,56.0,-6.0,198.355011,713.764038,867.930054,56.833004,-1392.0,832.0,175.0,0.01,1.0,0.0,false
May 21 2024 1:56:08:184 PM,42066.648438,-49336.070312,4898.120117,3.0,64.0,-5.0,203.34201,589.992004,943.945068,38.797001,-1238.0,760.0,-180.0,0.01,1.0,0.0,false
May 21 2024 1:56:08:284 PM,42118.660156,-49239.757812,4901.899902,2.0,70.0,-4.0,207.12001,477.489014,1012.871033,27.753002,-1125.0,689.0,-110.0,1.01,1.0,0.0,false
May 21 2024 1:56:08:385 PM,42155.667969,-49136.027344,4904.089844,1.0,76.0,-6.0,209.313004,348.414001,1061.51001,16.441,-1291.0,486.0,-113.0,1.01,1.0,0.0,false
May 21 2024 1:56:08:483 PM,42179.359375,-49031.027344,4905.77002,1.0,83.0,-7.0,210.999008,216.835007,1095.043091,12.104001,-1316.0,335.0,-43.0,0.01,1.0,0.0,false
May 21 2024 1:56:08:584 PM,42196.238281,-48918.878906,4906.600098,1.0,87.0,-6.0,211.825012,136.901001,1127.151001,-1.117,-799.0,321.0,-132.0,0.01,1.0,0.0,false
May 21 2024 1:56:08:685 PM,42207.089844,-48804.457031,4906.379883,1.0,88.0,-6.0,212.045013,69.211006,1153.434082,-3.278,-677.0,263.0,-22.0,0.01,1.0,0.0,false
May 21 2024 1:56:08:786 PM,42213.078125,-48686.109375,4905.909668,1.0,89.0,-5.0,212.515015,28.177002,1177.072021,-3.953,-410.0,236.0,-7.0,0.01,1.0,0.0,true
May 21 2024 1:56:08:888 PM,42216.46875,-48565.25,4905.52002,1.0,89.0,-3.0,212.911011,8.729,1192.51709,-2.293,-194.0,154.0,17.0,0.01,1.0,0.0,true
May 21 2024 1:56:08:982 PM,42218.300781,-48453.519531,4905.27002,1.0,89.0,-2.0,213.158005,1.279,1190.523071,-1.283,-74.0,-20.0,10.0,0.01,1.0,0.0,true
May 21 2024 1:56:09:88 PM,42217.640625,-48328.6875,4905.129883,0.0,90.0,-2.0,213.291016,-28.674002,1185.432007,-0.044,-300.0,-51.0,12.0,1.01,1.0,0.0,true
May 21 2024 1:56:09:186 PM,42209.050781,-48213.109375,4905.120117,0.0,94.0,-3.0,213.311005,-103.288002,1166.243042,-0.921,-746.0,-192.0,-9.0,1.01,1.0,0.0,true
May 21 2024 1:56:09:282 PM,42192.367188,-48103.769531,4905.790039,0.0,100.0,-3.0,213.990005,-188.685013,1142.433105,5.24,-854.0,-238.0,62.0,0.01,1.0,0.0,true
May 21 2024 1:56:09:382 PM,42170.558594,-47990.410156,4905.830078,0.0,103.0,-3.0,214.028015,-230.988007,1131.63501,-2.238,-423.0,-108.0,-75.0,0.01,1.0,0.0,true
May 21 2024 1:56:09:484 PM,42145.007812,-47876.367188,4905.529785,0.0,104.0,-3.0,214.332016,-269.943024,1124.112061,-3.329,-390.0,-75.0,-11.0,0.01,1.0,0.0,true
May 21 2024 1:56:09:584 PM,42117.039062,-47763.320312,4905.189941,0.0,105.0,-3.0,214.671005,-295.744019,1127.846069,-2.907,-258.0,37.0,4.0,0.01,1.0,0.0,true
May 21 2024 1:56:09:688 PM,42085.960938,-47644.347656,4904.889648,0.0,105.0,-2.0,214.96701,-312.955017,1139.452026,-2.327,-172.0,116.0,6.0,0.01,1.0,0.0,true
May 21 2024 1:56:09:791 PM,42053.988281,-47525.957031,4904.659668,0.0,105.0,-2.0,215.202011,-324.759003,1155.390015,-2.303,-118.0,159.0,0.0,0.01,1.0,0.0,true
May 21 2024 1:56:09:887 PM,42023.058594,-47414.058594,4904.439941,0.0,105.0,-1.0,215.418015,-333.942017,1172.494995,-2.287,-92.0,171.0,0.0,0.01,1.0,0.0,true
May 21 2024 1:56:09:987 PM,41988.46875,-47295.777344,4904.189941,1.0,106.0,-1.0,215.671005,-361.976013,1183.978027,-3.04,-280.0,115.0,-8.0,1.01,1.0,0.0,true
May 21 2024 1:56:10:87 PM,41946.628906,-47178.167969,4903.889648,1.0,109.0,-2.0,215.974014,-428.84201,1174.111084,-3.162,-669.0,-99.0,-1.0,0.01,1.0,0.0,true
May 21 2024 1:56:10:187 PM,41901.167969,-47060.609375,4903.850098,1.0,113.0,-2.0,216.01001,-467.308014,1183.040039,-1.384,-385.0,89.0,18.0,0.01,1.0,0.0,true
May 21 2024 1:56:10:287 PM,41852.277344,-46941.71875,4903.580078,1.0,114.0,-2.0,216.281006,-504.633026,1191.64209,-3.385,-373.0,86.0,-20.0,0.01,1.0,0.0,true
May 21 2024 1:56:10:383 PM,41802.917969,-46827.019531,4903.399902,1.0,114.0,-1.0,216.462006,-533.735046,1202.426025,-0.736,-291.0,108.0,26.0,0.01,1.0,0.0,true
May 21 2024 1:56:10:485 PM,41747.859375,-46703.707031,4903.129883,1.0,114.0,-1.0,216.735016,-555.752014,1217.947021,-3.989,-220.0,155.0,-33.0,0.01,1.0,0.0,true
May 21 2024 1:56:10:588 PM,41689.808594,-46576.507812,4902.629883,1.0,115.0,0.0,217.236008,-573.608032,1235.610107,-5.354,-179.0,177.0,-14.0,0.01,1.0,0.0,false
May 21 2024 1:56:10:683 PM,41635.738281,-46459.839844,4902.100098,1.0,115.0,0.0,217.759018,-588.039001,1252.236084,-5.828,-144.0,166.0,-5.0,0.01,1.0,0.0,false
May 21 2024 1:56:10:782 PM,41576.429688,-46333.480469,4901.5,1.0,115.0,0.0,218.356003,-602.753052,1270.172119,-6.14,-147.0,179.0,-3.0,0.01,1.0,0.0,false
May 21 2024 1:56:10:882 PM,41515.75,-46205.46875,4900.739746,1.0,115.0,0.0,219.121017,-617.894043,1285.449097,-9.285001,-151.0,153.0,-31.0,0.01,1.0,0.0,false
May 21 2024 1:56:10:982 PM,41455.480469,-46076.980469,4899.659668,0.0,115.0,1.0,220.197006,-604.936035,1288.804077,-9.805,130.0,34.0,-5.0,-0.99,1.0,0.0,false
May 21 2024 1:56:11:83 PM,41400.898438,-45944.25,4898.639648,0.0,112.0,3.0,221.223007,-537.025024,1303.214111,-11.188001,679.0,144.0,-14.0,-0.99,1.0,0.0,false
May 21 2024 1:56:11:183 PM,41358.570312,-45812.117188,4898.02002,0.0,106.0,6.0,221.837006,-418.363007,1314.243042,-7.053,1187.0,110.0,41.0,0.01,1.0,0.0,false
May 21 2024 1:56:11:291 PM,41324.699219,-45670.570312,4899.350098,1.0,98.0,7.0,223.160004,-293.035004,1327.608032,10.946,1253.0,134.0,180.0,0.01,1.0,0.0,false
May 21 2024 1:56:11:384 PM,41302.339844,-45546.367188,4900.330078,1.0,94.0,7.0,224.147003,-213.589005,1335.338013,9.538,794.0,77.0,-14.0,0.01,1.0,0.0,false
May 21 2024 1:56:11:485 PM,41284.6875,-45408.910156,4901.27002,1.0,93.0,6.0,225.084015,-141.055008,1364.137085,7.591001,725.0,288.0,-19.0,0.01,1.0,0.0,false
May 21 2024 1:56:11:590 PM,41271.558594,-45264.539062,4901.739746,1.0,93.0,6.0,225.552017,-97.162003,1390.328125,3.639,439.0,262.0,-40.0,0.01,1.0,0.0,false
May 21 2024 1:56:11:682 PM,41262.1875,-45136.390625,4901.929688,1.0,93.0,5.0,225.740005,-80.595001,1410.933105,1.261,166.0,206.0,-24.0,1.01,1.0,0.0,false
May 21 2024 1:56:11:784 PM,41249.628906,-44991.148438,4901.659668,1.0,95.0,3.0,226.002014,-117.092003,1424.597046,-1.829,-365.0,137.0,-31.0,1.01,1.0,0.0,false
May 21 2024 1:56:11:882 PM,41228.648438,-44852.140625,4901.259766,1.0,99.0,1.0,226.410004,-208.817017,1415.240112,-3.393,-917.0,-94.0,-16.0,1.01,1.0,0.0,false
May 21 2024 1:56:11:984 PM,41195.25,-44711.769531,4900.779785,1.0,106.0,-2.0,226.891006,-325.393005,1394.157104,-6.256001,-1166.0,-211.0,-29.0,0.01,1.0,0.0,false
May 21 2024 1:56:12:84 PM,41156.257812,-44574.238281,4901.049805,0.0,111.0,-3.0,227.165009,-415.282013,1385.065063,0.524,-899.0,-91.0,68.0,0.01,1.0,0.0,false
May 21 2024 1:56:12:184 PM,41109.058594,-44437.347656,4901.02002,0.0,113.0,-3.0,227.189011,-500.643036,1372.088013,-2.832,-854.0,-130.0,-34.0,0.01,1.0,0.0,false
May 21 2024 1:56:12:284 PM,41054.949219,-44300.898438,4900.489746,0.0,115.0,-3.0,227.723007,-567.430054,1364.722046,-8.005,-668.0,-74.0,-52.0,0.01,1.0,0.0,false
May 21 2024 1:56:12:384 PM,40996.679688,-44163.820312,4899.459961,0.0,115.0,-3.0,228.757004,-598.887024,1371.644043,-12.424001,-315.0,69.0,-44.0,-0.99,1.0,0.0,false
May 21 2024 1:56:12:484 PM,40941.648438,-44023.539062,4898.169922,0.0,112.0,-1.0,230.041016,-559.018005,1398.785034,-10.658001,399.0,271.0,18.0,-0.99,1.0,0.0,false
May 21 2024 1:56:12:584 PM,40896.667969,-43879.820312,4897.509766,0.0,106.0,2.0,230.70401,-451.511017,1429.084106,-5.807,1075.0,303.0,49.0,-0.99,1.0,0.0,false
May 21 2024 1:56:12:684 PM,40865.738281,-43735.199219,4897.659668,1.0,97.0,5.0,230.850006,-300.857025,1443.842041,6.93,1507.0,148.0,127.0,0.01,1.0,0.0,false
May 21 2024 1:56:12:784 PM,40847.46875,-43591.289062,4899.359863,1.0,88.0,6.0,232.552017,-160.588013,1459.519043,9.693001,1403.0,157.0,28.0,0.01,1.0,0.0,false
May 21 2024 1:56:12:886 PM,40839.300781,-43443.847656,4900.830078,0.0,82.0,7.0,234.020004,-41.555,1468.841064,4.941,1190.0,93.0,-48.0,0.01,1.0,0.0,false
May 21 2024 1:56:12:987 PM,40843.210938,-43294.667969,4902.149902,0.0,79.0,7.0,235.34201,83.403008,1468.724121,4.726,1250.0,-1.0,-2.0,0.01,1.0,0.0,true
May 21 2024 1:56:13:83 PM,40856.257812,-43153.628906,4902.790039,0.0,78.0,7.0,235.988007,172.243011,1470.57605,-2.721,888.0,19.0,-74.0,1.01,1.0,0.0,true
May 21 2024 1:56:13:182 PM,40872.007812,-43007.109375,4902.139648,0.0,80.0,6.0,236.639008,179.572006,1480.707031,-5.165,73.0,101.0,-24.0,1.01,1.0,0.0,true
May 21 2024 1:56:13:285 PM,40878.769531,-42852.6875,4901.22998,0.0,88.0,2.0,237.548004,83.937004,1484.929077,-5.375,-956.0,42.0,-2.0,1.01,1.0,0.0,true
May 21 2024 1:56:13:386 PM,40870.519531,-42704.859375,4900.649902,0.0,98.0,-2.0,238.133011,-63.078003,1469.631104,-6.775,-1470.0,-153.0,-14.0,0.01,1.0,0.0,true
May 21 2024 1:56:13:483 PM,40851.898438,-42564.6875,4900.859863,0.0,106.0,-4.0,238.344009,-197.864014,1457.484009,6.286,-1348.0,-121.0,131.0,0.01,1.0,0.0,true
May 21 2024 1:56:13:586 PM,40821.917969,-42416.808594,4901.699707,0.0,112.0,-5.0,239.181015,-325.787018,1436.567017,2.905,-1279.0,-209.0,-34.0,0.01,1.0,0.0,true
May 21 2024 1:56:13:686 PM,40781.660156,-42275.570312,4902.529785,0.0,114.0,-6.0,240.015015,-444.09201,1408.964111,0.48,-1183.0,-276.0,-24.0,0.01,1.0,0.0,true
May 21 2024 1:56:13:786 PM,40731.558594,-42136.300781,4902.75,0.0,116.0,-6.0,240.235016,-541.674011,1386.373047,-4.02,-976.0,-226.0,-45.0,0.01,1.0,0.0,false
May 21 2024 1:56:13:887 PM,40672.980469,-41996.738281,4902.299805,0.0,116.0,-6.0,240.686005,-616.27002,1373.189087,-7.849,-746.0,-132.0,-38.0,0.01,1.0,0.0,false
May 21 2024 1:56:13:987 PM,40609.429688,-41859.160156,4901.399902,0.0,117.0,-5.0,241.586014,-667.375061,1370.308105,-9.194,-511.0,-29.0,-13.0,0.01,1.0,0.0,false
May 21 2024 1:56:14:87 PM,40541.949219,-41721.078125,4900.389648,0.0,117.0,-4.0,242.595016,-701.717041,1375.128052,-9.219001,-343.0,48.0,0.0,0.01,1.0,0.0,false
May 21 2024 1:56:14:187 PM,40471.789062,-41582.140625,4899.469727,0.0,117.0,-3.0,243.517014,-725.356018,1384.873047,-7.771,-236.0,97.0,14.0,0.01,1.0,0.0,false
May 21 2024 1:56:14:287 PM,40399.988281,-41441.960938,4898.699707,1.0,117.0,-2.0,244.28801,-733.864014,1401.476074,-6.988,-85.0,166.0,8.0,-0.99,1.0,0.0,false
May 21 2024 1:56:14:391 PM,40329.507812,-41292.5,4898.0,1.0,115.0,0.0,244.989014,-684.054016,1437.043091,-5.704,498.0,356.0,13.0,-0.99,1.0,0.0,false
May 21 2024 1:56:14:487 PM,40272.167969,-41151.097656,4897.540039,1.0,110.0,3.0,245.451019,-613.715027,1476.113037,-6.582,703.0,391.0,-9.0,0.01,1.0,0.0,false
May 21 2024 1:56:14:589 PM,40214.917969,-40999.148438,4896.969727,1.0,107.0,4.0,246.015015,-564.832031,1512.582031,-6.674,489.0,365.0,-1.0,0.01,1.0,0.0,false
May 21 2024 1:56:14:688 PM,40161.980469,-40846.140625,4896.899902,1.0,106.0,4.0,246.087006,-515.280029,1547.014038,-0.112,496.0,344.0,66.0,0.01,1.0,0.0,false
May 21 2024 1:56:14:789 PM,40112.429688,-40689.859375,4896.560059,0.0,106.0,4.0,246.431015,-486.063019,1575.075073,-5.308,292.0,281.0,-52.0,0.01,1.0,0.0,false
