,Position X (m),Position Y (m),Position Z (m),Pitch (degrees),Yaw (degrees),Row (degrees),Aggregated Absolute Delta Z (m),Vx (cm/s),Vy (cm/s),Vz (cm/s),Ax (cm/s),Ay (cm/s),Az (cm/s),Steering,Throttle,Brake,IsCrash
May 21 2024 1:57:02:732 PM,37608.121094,-49438.507812,4910.47998,-3.0,0.0,2.0,105.905006,55.895004,-3.619,3.357,324.0,-45.0,-42.0,-0.99,1.0,0.0,true
May 21 2024 1:57:02:839 PM,37617.347656,-49440.257812,4910.580078,-2.0,-1.0,3.0,106.002007,101.459007,-15.163001,-2.55,456.0,-115.0,-59.0,-0.99,1.0,0.0,true
May 21 2024 1:57:02:935 PM,37629.210938,-49443.617188,4910.219727,-2.0,-3.0,3.0,106.357002,134.492004,-31.972002,-5.83,330.0,-168.0,-33.0,-0.99,1.0,0.0,true
May 21 2024 1:57:03:31 PM,37643.398438,-49449.140625,4909.689941,-2.0,-5.0,4.0,106.886002,161.584015,-55.190002,-6.03,271.0,-232.0,-2.0,-0.99,1.0,0.0,true
May 21 2024 1:57:03:138 PM,37662.320312,-49457.71875,4909.120117,-2.0,-8.0,4.0,107.457008,194.153015,-79.446007,-6.332,326.0,-243.0,-3.0,0.01,1.0,0.0,true
May 21 2024 1:57:03:235 PM,37683.378906,-49465.890625,4908.439941,-1.0,-11.0,4.0,108.139008,237.304016,-83.278008,-8.362,432.0,-38.0,-20.0,0.01,1.0,0.0,true
May 21 2024 1:57:03:334 PM,37709.710938,-49472.71875,4907.409668,-1.0,-12.0,3.0,109.167007,281.415009,-70.352005,-11.405001,441.0,129.0,-30.0,0.01,1.0,0.0,true
May 21 2024 1:57:03:438 PM,37741.828125,-49479.289062,4906.049805,-1.0,-12.0,3.0,110.523003,323.266022,-68.108002,-13.818001,419.0,22.0,-24.0,0.01,1.0,0.0,true
May 21 2024 1:57:03:533 PM,37774.550781,-49485.789062,4904.649902,-1.0,-11.0,3.0,111.929008,359.58902,-71.322006,-15.688001,363.0,-32.0,-19.0,0.01,1.0,0.0,true
May 21 2024 1:57:03:637 PM,37814.109375,-49493.519531,4902.919922,-1.0,-11.0,3.0,113.653008,398.206024,-77.002007,-17.616001,386.0,-57.0,-19.0,0.01,1.0,0.0,true
May 21 2024 1:57:03:730 PM,37853.277344,-49501.089844,4901.239746,-1.0,-11.0,3.0,115.340004,432.409027,-82.748001,-18.542002,342.0,-57.0,-9.0,0.01,1.0,0.0,true
May 21 2024 1:57:03:834 PM,37899.628906,-49511.988281,4899.359863,-1.0,-12.0,4.0,117.217003,461.516022,-111.962006,-18.42,291.0,-292.0,1.0,-0.99,1.0,0.0,true
May 21 2024 1:57:03:933 PM,37945.710938,-49527.300781,4897.719727,-1.0,-15.0,4.0,118.854004,476.536011,-158.575012,-17.414001,150.0,-466.0,10.0,-0.99,1.0,0.0,true
May 21 2024 1:57:04:37 PM,37993.917969,-49549.648438,4896.5,-1.0,-19.0,5.0,120.075005,471.615021,-229.520004,-10.253,-49.0,-709.0,72.0,-0.99,1.0,0.0,true
May 21 2024 1:57:04:135 PM,38037.0,-49577.699219,4895.709961,-1.0,-25.0,6.0,120.863007,455.430023,-299.757019,-9.439,-162.0,-702.0,8.0,0.01,1.0,0.0,true
May 21 2024 1:57:04:233 PM,38081.527344,-49610.027344,4894.709961,-1.0,-31.0,6.0,121.865005,474.076019,-340.625031,-11.664001,186.0,-409.0,-22.0,0.01,1.0,0.0,true
May 21 2024 1:57:04:334 PM,38130.980469,-49642.558594,4893.219727,-1.0,-32.0,5.0,123.357002,484.213013,-330.69101,-13.603001,101.0,99.0,-19.0,0.01,1.0,0.0,true
May 21 2024 1:57:04:438 PM,38182.378906,-49674.96875,4891.609863,-1.0,-32.0,4.0,124.966003,489.711029,-324.666016,-14.054001,55.0,60.0,-5.0,0.01,1.0,0.0,true
May 21 2024 1:57:04:531 PM,38228.507812,-49703.878906,4890.179688,-1.0,-32.0,3.0,126.39901,493.840027,-320.808014,-15.015,41.0,39.0,-10.0,0.01,1.0,0.0,true
May 21 2024 1:57:04:632 PM,38279.109375,-49735.378906,4888.580078,-1.0,-32.0,3.0,128.001007,497.435028,-318.006012,-14.859001,36.0,28.0,2.0,0.01,1.0,0.0,true
May 21 2024 1:57:04:733 PM,38329.230469,-49766.398438,4887.080078,-1.0,-32.0,2.0,129.501007,500.262024,-316.186005,-14.209001,28.0,18.0,6.0,0.01,1.0,0.0,true
May 21 2024 1:57:04:835 PM,38384.339844,-49799.699219,4885.620117,-1.0,-32.0,2.0,130.962006,550.352051,-333.479004,-14.577001,501.0,-173.0,-4.0,1.01,1.0,0.0,true
May 21 2024 1:57:04:931 PM,38441.039062,-49829.347656,4884.149902,-1.0,-30.0,1.0,132.427002,600.804016,-316.175018,-16.695002,505.0,173.0,-21.0,1.01,1.0,0.0,true
May 21 2024 1:57:05:32 PM,38506.277344,-49855.738281,4882.279785,-1.0,-25.0,-1.0,134.298004,653.498047,-261.960999,-20.169001,527.0,542.0,-35.0,1.01,1.0,0.0,true
May 21 2024 1:57:05:135 PM,38576.898438,-49877.808594,4880.699707,-1.0,-20.0,-2.0,135.876007,705.444031,-222.345016,-17.783001,519.0,396.0,24.0,0.01,1.0,0.0,true
May 21 2024 1:57:05:238 PM,38651.429688,-49901.648438,4878.620117,-1.0,-18.0,-1.0,137.959,739.97406,-230.59201,-21.623001,345.0,-82.0,-38.0,0.01,1.0,0.0,true
May 21 2024 1:57:05:338 PM,38727.6875,-49925.828125,4876.459961,0.0,-18.0,-1.0,140.114014,771.942017,-236.001007,-21.668001,320.0,-54.0,0.0,0.01,1.0,0.0,true
May 21 2024 1:57:05:435 PM,38803.867188,-49949.417969,4874.429688,0.0,-17.0,0.0,142.149002,801.560059,-239.039017,-21.004002,296.0,-30.0,7.0,1.01,1.0,0.0,true
May 21 2024 1:57:05:532 PM,38883.867188,-49970.308594,4872.459961,0.0,-16.0,-1.0,144.119003,834.29303,-208.328003,-20.197001,327.0,307.0,8.0,1.01,1.0,0.0,true
May 21 2024 1:57:05:635 PM,38972.167969,-49988.328125,4870.659668,0.0,-12.0,-1.0,145.917007,868.238037,-180.293015,-16.738001,339.0,280.0,35.0,0.01,1.0,0.0,true
May 21 2024 1:57:05:735 PM,39059.757812,-50006.449219,4868.909668,0.0,-11.0,-1.0,147.666,897.33905,-178.327011,-18.08,291.0,20.0,-13.0,0.01,1.0,0.0,true
May 21 2024 1:57:05:835 PM,39151.398438,-50024.609375,4867.120117,0.0,-11.0,-1.0,149.459,926.004028,-176.998001,-17.833,287.0,13.0,2.0,0.01,1.0,0.0,true
May 21 2024 1:57:05:935 PM,39245.589844,-50042.71875,4865.449707,0.0,-11.0,0.0,151.124008,953.452026,-178.030014,-16.025002,274.0,-10.0,18.0,0.01,1.0,0.0,true
May 21 2024 1:57:06:35 PM,39343.289062,-50061.089844,4863.929688,0.0,-11.0,0.0,152.650009,980.491028,-179.989014,-14.667001,270.0,-20.0,14.0,0.01,1.0,0.0,true
May 21 2024 1:57:06:137 PM,39444.097656,-50079.640625,4862.609863,0.0,-11.0,0.0,153.966003,1006.96405,-182.350006,-12.115001,265.0,-24.0,26.0,0.01,1.0,0.0,true
May 21 2024 1:57:06:231 PM,39540.359375,-50097.027344,4861.649902,1.0,-10.0,0.0,154.932007,1031.19104,-184.267014,-9.966001,242.0,-19.0,21.0,0.01,1.0,0.0,true
May 21 2024 1:57:06:331 PM,39646.007812,-50113.1875,4860.879883,1.0,-9.0,0.0,155.696014,1057.828003,-153.343002,-6.446,266.0,309.0,35.0,1.01,1.0,0.0,true
May 21 2024 1:57:06:434 PM,39755.648438,-50121.800781,4860.72998,1.0,-5.0,-2.0,155.845001,1075.981079,-68.895004,3.177,182.0,844.0,96.0,1.01,1.0,0.0,true
May 21 2024 1:57:06:537 PM,39865.117188,-50118.0,4861.600098,0.0,3.0,-3.0,156.708008,1069.477051,59.076004,11.399,-65.0,1280.0,82.0,1.01,1.0,0.0,true
May 21 2024 1:57:06:638 PM,39970.269531,-50100.667969,4863.330078,0.0,12.0,-4.0,158.440002,1049.570068,197.503006,14.768001,-199.0,1384.0,34.0,0.01,1.0,0.0,true
May 21 2024 1:57:06:740 PM,40076.230469,-50072.859375,4864.310059,0.0,20.0,-5.0,159.422012,1049.126099,292.991028,2.566,-4.0,955.0,-122.0,0.01,1.0,0.0,false
May 21 2024 1:57:06:835 PM,40175.539062,-50040.800781,4864.709961,0.0,22.0,-5.0,159.826004,1046.498047,369.201019,2.913,-26.0,762.0,3.0,0.01,1.0,0.0,false
May 21 2024 1:57:06:938 PM,40284.027344,-49999.300781,4864.919922,1.0,23.0,-4.0,160.035004,1050.116089,429.77002,0.876,36.0,606.0,-20.0,0.01,1.0,0.0,false
May 21 2024 1:57:07:35 PM,40386.367188,-49956.679688,4864.97998,1.0,24.0,-4.0,160.089005,1061.968018,463.597015,0.221,119.0,338.0,-7.0,0.01,1.0,0.0,false
May 21 2024 1:57:07:136 PM,40495.667969,-49909.367188,4865.259766,1.0,24.0,-3.0,160.368011,1078.910034,486.676025,4.266,169.0,231.0,40.0,0.01,1.0,0.0,false
May 21 2024 1:57:07:237 PM,40606.820312,-49860.007812,4865.799805,1.0,24.0,-2.0,160.909012,1098.597046,501.887024,6.762,197.0,152.0,25.0,0.01,1.0,0.0,false
May 21 2024 1:57:07:332 PM,40713.148438,-49812.109375,4866.580078,1.0,24.0,-2.0,161.692001,1117.52002,514.175049,8.673,189.0,123.0,19.0,0.01,1.0,0.0,false
May 21 2024 1:57:07:436 PM,40830.25,-49758.820312,4867.529785,1.0,24.0,-1.0,162.645004,1128.083008,523.76001,10.236,106.0,96.0,16.0,0.01,1.0,0.0,false
May 21 2024 1:57:07:534 PM,40940.359375,-49708.070312,4868.529785,1.0,25.0,-1.0,163.641006,1124.147095,525.897034,11.335001,-39.0,21.0,11.0,0.01,1.0,0.0,false
May 21 2024 1:57:07:639 PM,41056.960938,-49653.847656,4869.589844,1.0,25.0,0.0,164.701004,1118.945068,530.481018,10.519,-52.0,46.0,-8.0,0.01,1.0,0.0,false
May 21 2024 1:57:07:735 PM,41164.738281,-49603.050781,4870.609863,1.0,25.0,0.0,165.725006,1114.673096,533.313049,11.38,-43.0,28.0,9.0,0.01,1.0,0.0,false
May 21 2024 1:57:07:839 PM,41280.730469,-49547.777344,4871.850098,1.0,25.0,0.0,166.96701,1110.051025,536.202026,12.39,-46.0,29.0,10.0,0.01,1.0,0.0,false
May 21 2024 1:57:07:937 PM,41390.429688,-49494.898438,4873.169922,1.0,26.0,1.0,168.282013,1115.82605,543.320007,13.571001,58.0,71.0,12.0,0.01,1.0,0.0,false
May 21 2024 1:57:08:34 PM,41500.070312,-49441.480469,4874.609863,1.0,26.0,1.0,169.719009,1134.106079,556.137024,15.363001,183.0,128.0,18.0,0.01,1.0,0.0,false
May 21 2024 1:57:08:134 PM,41613.789062,-49383.199219,4876.199707,1.0,27.0,0.0,171.31601,1135.446045,593.332031,15.075001,13.0,372.0,-3.0,1.01,1.0,0.0,false
May 21 2024 1:57:08:233 PM,41722.878906,-49318.078125,4877.659668,1.0,31.0,-1.0,172.771011,1100.383057,666.808044,14.185,-351.0,735.0,-9.0,1.01,1.0,0.0,false
May 21 2024 1:57:08:333 PM,41826.269531,-49245.507812,4880.060059,1.0,37.0,-2.0,175.17601,1045.588989,755.577026,25.395,-548.0,888.0,112.0,0.01,0.0,0.0,false
May 21 2024 1:57:08:439 PM,41938.71875,-49159.648438,4885.709961,3.0,41.0,-1.0,180.824005,1018.426025,801.965027,42.314003,-272.0,464.0,169.0,0.01,0.0,0.0,false
May 21 2024 1:57:08:540 PM,42039.417969,-49077.238281,4891.0,4.0,42.0,-1.0,186.111008,974.227051,839.12207,59.593002,-442.0,372.0,173.0,1.01,0.0,0.0,false
May 21 2024 1:57:08:641 PM,42133.1875,-48990.667969,4897.659668,2.0,44.0,-1.0,192.777008,911.466064,875.312012,62.040005,-628.0,362.0,24.0,1.01,0.0,0.0,false
May 21 2024 1:57:08:735 PM,42210.210938,-48905.050781,4902.139648,1.0,48.0,-3.0,197.251007,835.313049,908.415039,40.978001,-762.0,331.0,-211.0,1.01,0.0,0.0,true
May 21 2024 1:57:08:836 PM,42284.058594,-48809.488281,4905.319824,1.0,55.0,-5.0,200.430008,709.643005,951.286072,19.019001,-1257.0,429.0,-220.0,1.01,0.0,0.0,true
May 21 2024 1:57:08:939 PM,42343.917969,-48709.609375,4907.549805,0.0,64.0,-6.0,202.66301,542.877014,976.906067,11.834001,-1668.0,256.0,-72.0,1.01,0.0,0.0,true
May 21 2024 1:57:09:31 PM,42382.578125,-48619.300781,4909.649902,0.0,73.0,-7.0,204.762009,383.965027,981.162048,14.174001,-1589.0,43.0,23.0,1.01,0.0,0.0,true
May 21 2024 1:57:09:133 PM,42407.699219,-48521.46875,4911.080078,0.0,83.0,-8.0,206.188004,205.900009,962.153076,4.559,-1781.0,-190.0,-96.0,1.01,0.0,0.0,true
May 21 2024 1:57:09:240 PM,42416.21875,-48422.429688,4912.120117,0.0,93.0,-9.0,207.230011,32.922001,923.58606,2.714,-1730.0,-386.0,-18.0,0.01,1.0,0.0,true
May 21 2024 1:57:09:336 PM,42412.398438,-48336.417969,4912.169922,0.0,99.0,-9.0,207.285004,-69.675003,899.565063,-9.327001,-1026.0,-240.0,-120.0,0.01,1.0,0.0,false
May 21 2024 1:57:09:433 PM,42402.398438,-48250.640625,4911.060059,0.0,102.0,-8.0,208.396011,-142.641006,882.542053,-13.559001,-730.0,-170.0,-42.0,0.01,1.0,0.0,false
May 21 2024 1:57:09:534 PM,42386.339844,-48162.957031,4909.669922,0.0,103.0,-7.0,209.790009,-194.554016,869.417053,-14.062,-519.0,-131.0,-5.0,0.01,1.0,0.0,false
May 21 2024 1:57:09:634 PM,42367.117188,-48075.957031,4908.089844,0.0,103.0,-6.0,211.37001,-217.161011,862.715027,-12.903001,-226.0,-67.0,12.0,0.01,1.0,0.0,false
May 21 2024 1:57:09:730 PM,42347.460938,-47992.597656,4906.870117,0.0,103.0,-5.0,212.587006,-225.297012,859.45105,-8.870001,-81.0,-33.0,40.0,0.01,1.0,0.0,false
May 21 2024 1:57:09:832 PM,42325.960938,-47904.457031,4906.009766,0.0,104.0,-4.0,213.447006,-226.891006,857.715027,-5.756,-16.0,-17.0,31.0,0.01,1.0,0.0,false
May 21 2024 1:57:09:933 PM,42304.617188,-47818.660156,4905.459961,0.0,104.0,-3.0,213.996017,-224.738007,850.197021,-3.75,22.0,-75.0,20.0,0.01,1.0,0.0,false
May 21 2024 1:57:10:33 PM,42283.238281,-47733.878906,4905.089844,0.0,104.0,-2.0,214.364014,-222.438004,843.593018,-2.517,23.0,-66.0,12.0,0.01,1.0,0.0,false
May 21 2024 1:57:10:134 PM,42261.398438,-47648.367188,4904.859863,0.0,104.0,-2.0,214.602005,-224.052017,850.679016,-1.935,-16.0,71.0,6.0,0.01,1.0,0.0,false
May 21 2024 1:57:10:234 PM,42239.160156,-47562.230469,4904.709961,0.0,104.0,-1.0,214.749008,-228.207016,864.832031,-1.501,-42.0,142.0,4.0,0.01,1.0,0.0,false
May 21 2024 1:57:10:334 PM,42216.058594,-47473.777344,4904.589844,0.0,105.0,-1.0,214.87001,-234.173004,883.057068,-1.546,-60.0,182.0,0.0,0.01,1.0,0.0,false
May 21 2024 1:57:10:434 PM,42192.359375,-47384.109375,4904.469727,0.0,105.0,-1.0,214.991013,-241.324005,903.332031,-1.462,-72.0,203.0,1.0,0.01,1.0,0.0,false
May 21 2024 1:57:10:534 PM,42167.828125,-47292.410156,4904.330078,1.0,105.0,-1.0,215.126007,-249.379013,924.873047,-1.8,-81.0,215.0,-3.0,0.01,1.0,0.0,false
May 21 2024 1:57:10:634 PM,42142.417969,-47198.570312,4904.159668,1.0,105.0,-1.0,215.300003,-258.095001,947.087036,-1.98,-87.0,222.0,-2.0,0.01,1.0,0.0,false
May 21 2024 1:57:10:734 PM,42116.050781,-47102.429688,4904.02002,1.0,105.0,-1.0,215.439011,-267.298004,969.551025,-1.213,-92.0,225.0,8.0,0.01,1.0,0.0,false
May 21 2024 1:57:10:837 PM,42087.867188,-47000.988281,4903.929688,1.0,106.0,-1.0,215.527008,-277.176025,992.766052,-1.114,-99.0,232.0,1.0,0.01,1.0,0.0,false
May 21 2024 1:57:10:937 PM,42059.527344,-46900.328125,4903.850098,1.0,106.0,-1.0,215.60701,-287.098022,1015.225037,-0.694,-99.0,225.0,4.0,0.01,1.0,0.0,false
May 21 2024 1:57:11:31 PM,42032.257812,-46804.738281,4903.879883,1.0,106.0,-1.0,215.636017,-296.530029,1035.96106,0.698,-94.0,207.0,14.0,0.01,1.0,0.0,false
May 21 2024 1:57:11:131 PM,42001.847656,-46699.449219,4903.969727,1.0,106.0,-1.0,215.731003,-306.962006,1058.223022,0.977,-104.0,223.0,3.0,0.01,1.0,0.0,false
May 21 2024 1:57:11:231 PM,41970.507812,-46592.457031,4904.069824,1.0,106.0,-1.0,215.825012,-317.58902,1080.192993,0.877,-106.0,220.0,-1.0,0.01,1.0,0.0,false
May 21 2024 1:57:11:331 PM,41938.109375,-46483.289062,4904.139648,1.0,107.0,-1.0,215.89801,-328.437012,1101.950073,0.654,-108.0,218.0,-2.0,0.01,1.0,0.0,true
May 21 2024 1:57:11:433 PM,41903.820312,-46369.359375,4904.189941,1.0,107.0,-1.0,215.950012,-339.759003,1123.975098,0.402,-113.0,220.0,-3.0,0.01,1.0,0.0,true
May 21 2024 1:57:11:537 PM,41867.980469,-46251.988281,4904.219727,1.0,107.0,-1.0,215.979004,-351.413025,1145.972046,0.19,-117.0,220.0,-2.0,0.01,1.0,0.0,true
May 21 2024 1:57:11:630 PM,41834.550781,-46143.96875,4904.22998,1.0,107.0,-1.0,215.986008,-362.241028,1165.603027,-0.059,-108.0,196.0,-2.0,0.01,1.0,0.0,true
May 21 2024 1:57:11:731 PM,41797.277344,-46025.238281,4904.189941,1.0,108.0,-1.0,216.027008,-374.525024,1186.482056,-0.512,-123.0,209.0,-5.0,0.01,1.0,0.0,true
May 21 2024 1:57:11:834 PM,41758.328125,-45903.050781,4904.100098,1.0,108.0,-1.0,216.115005,-383.972015,1197.068115,-0.832,-94.0,106.0,-3.0,0.01,1.0,0.0,true
May 21 2024 1:57:11:935 PM,41719.058594,-45782.398438,4903.919922,1.0,108.0,-1.0,216.298004,-393.999023,1191.725098,-1.524,-100.0,-53.0,-7.0,1.01,1.0,0.0,true
May 21 2024 1:57:12:38 PM,41674.398438,-45661.910156,4903.689941,0.0,110.0,-2.0,216.52301,-444.047028,1164.143066,-2.334,-500.0,-276.0,-8.0,1.01,1.0,0.0,true
May 21 2024 1:57:12:140 PM,41621.71875,-45548.398438,4903.549805,0.0,116.0,-3.0,216.667007,-527.868042,1104.854004,5.984,-838.0,-593.0,83.0,0.01,1.0,0.0,true
May 21 2024 1:57:12:240 PM,41564.148438,-45442.058594,4904.069824,0.0,121.0,-4.0,217.194016,-590.366028,1066.825073,0.287,-625.0,-380.0,-57.0,0.01,1.0,0.0,true
May 21 2024 1:57:12:337 PM,41504.257812,-45339.660156,4903.879883,0.0,123.0,-3.0,217.383011,-640.160034,1048.780029,-2.68,-498.0,-180.0,-30.0,0.01,1.0,0.0,true
May 21 2024 1:57:12:433 PM,41440.109375,-45237.699219,4903.5,0.0,124.0,-3.0,217.772003,-685.530029,1047.048096,-5.662,-454.0,-17.0,-30.0,0.01,1.0,0.0,true
May 21 2024 1:57:12:534 PM,41372.628906,-45129.628906,4902.699707,0.0,123.0,-2.0,218.569016,-682.552002,1072.140991,-7.407001,30.0,251.0,-17.0,-0.99,1.0,0.0,true
May 21 2024 1:57:12:634 PM,41311.378906,-45017.609375,4901.959961,0.0,119.0,1.0,219.307007,-620.484009,1116.192017,-7.652,621.0,441.0,-2.0,-0.99,1.0,0.0,true
May 21 2024 1:57:12:734 PM,41257.640625,-44901.347656,4901.25,0.0,113.0,3.0,220.015015,-554.615051,1164.731079,-9.157001,659.0,485.0,-15.0,0.01,1.0,0.0,false
May 21 2024 1:57:12:836 PM,41205.007812,-44780.558594,4900.580078,1.0,110.0,4.0,220.684006,-513.082031,1204.330078,-2.656,415.0,396.0,65.0,0.01,1.0,0.0,false
May 21 2024 1:57:12:931 PM,41158.128906,-44663.667969,4900.239746,0.0,110.0,4.0,221.030014,-481.764038,1237.43811,-4.104,313.0,331.0,-14.0,0.01,1.0,0.0,false
May 21 2024 1:57:13:31 PM,41110.179688,-44538.570312,4899.609863,0.0,110.0,4.0,221.655014,-475.985016,1261.269043,-6.924,58.0,238.0,-28.0,1.01,1.0,0.0,false
May 21 2024 1:57:13:131 PM,41057.609375,-44413.347656,4898.75,0.0,112.0,2.0,222.522003,-522.165039,1257.734009,-8.626,-462.0,-35.0,-17.0,0.01,1.0,0.0,false
May 21 2024 1:57:13:231 PM,41002.019531,-44287.988281,4897.589844,0.0,115.0,1.0,223.680008,-555.041016,1265.788086,-11.902,-329.0,81.0,-33.0,0.01,1.0,0.0,false
May 21 2024 1:57:13:333 PM,40942.789062,-44159.519531,4896.189941,0.0,116.0,1.0,225.082016,-593.922058,1270.570068,-15.848001,-389.0,48.0,-39.0,0.01,1.0,0.0,false
May 21 2024 1:57:13:433 PM,40883.589844,-44031.230469,4894.429688,0.0,116.0,2.0,226.840012,-600.257019,1287.628052,-18.241001,-63.0,171.0,-24.0,-0.99,1.0,0.0,false
May 21 2024 1:57:13:533 PM,40829.96875,-43899.128906,4892.949707,0.0,112.0,4.0,228.320007,-541.090027,1320.418091,-14.807001,592.0,328.0,34.0,-0.99,1.0,0.0,false
May 21 2024 1:57:13:633 PM,40783.019531,-43763.878906,4891.959961,1.0,107.0,6.0,229.310013,-487.29303,1356.83606,-11.766001,538.0,364.0,30.0,0.01,1.0,0.0,false
May 21 2024 1:57:13:733 PM,40738.070312,-43626.308594,4891.459961,1.0,105.0,6.0,229.812012,-443.380035,1389.782104,-6.74,439.0,329.0,50.0,0.01,1.0,0.0,false
May 21 2024 1:57:13:833 PM,40696.320312,-43485.6875,4891.149902,1.0,104.0,6.0,230.117004,-408.792023,1419.081055,-4.925,346.0,293.0,18.0,0.01,1.0,0.0,false
May 21 2024 1:57:13:937 PM,40654.738281,-43337.117188,4890.779785,1.0,104.0,6.0,230.490005,-390.766022,1444.543091,-2.801,180.0,255.0,21.0,0.01,1.0,0.0,false
May 21 2024 1:57:14:33 PM,40616.730469,-43197.1875,4890.409668,1.0,105.0,6.0,230.85701,-388.219025,1464.354126,-3.362,25.0,198.0,-6.0,0.01,1.0,0.0,false
May 21 2024 1:57:14:132 PM,40577.269531,-43051.488281,4890.049805,1.0,105.0,5.0,231.216003,-393.587006,1482.43811,-2.703,-54.0,181.0,7.0,0.01,1.0,0.0,false
May 21 2024 1:57:14:235 PM,40535.128906,-42897.167969,4889.759766,1.0,105.0,5.0,231.511017,-404.163025,1499.832031,-1.995,-106.0,174.0,7.0,0.01,1.0,0.0,false
May 21 2024 1:57:14:338 PM,40492.257812,-42742.527344,4889.529785,1.0,106.0,5.0,231.739014,-417.220032,1516.161133,-1.638,-131.0,163.0,4.0,0.01,1.0,0.0,false
May 21 2024 1:57:14:438 PM,40449.179688,-42589.910156,4889.339844,1.0,106.0,4.0,231.928009,-431.108032,1531.606079,-1.536,-139.0,154.0,1.0,0.01,1.0,0.0,false
May 21 2024 1:57:14:530 PM,40408.289062,-42447.660156,4889.169922,1.0,106.0,4.0,232.095016,-444.365021,1545.584106,-1.601,-133.0,140.0,-1.0,0.01,1.0,0.0,false
May 21 2024 1:57:14:633 PM,40361.5,-42287.949219,4888.97998,1.0,106.0,4.0,232.28801,-459.284027,1560.914062,-1.816,-149.0,153.0,-2.0,0.01,1.0,0.0,false
May 21 2024 1:57:14:730 PM,40315.949219,-42135.507812,4888.779785,1.0,107.0,4.0,232.489014,-473.434021,1575.24707,-2.145,-142.0,143.0,-3.0,0.01,1.0,0.0,false
May 21 2024 1:57:14:834 PM,40266.109375,-41971.988281,4888.529785,1.0,107.0,4.0,232.739014,-489.125031,1590.104126,-2.621,-157.0,149.0,-5.0,1.01,1.0,0.0,false
May 21 2024 1:57:14:932 PM,40214.648438,-41816.488281,4888.069824,1.0,109.0,3.0,233.194016,-539.369995,1587.33606,-5.199,-502.0,-28.0,-26.0,1.01,1.0,0.0,false
May 21 2024 1:57:15:32 PM,40152.789062,-41660.328125,4887.100098,0.0,113.0,2.0,234.166016,-632.876038,1554.440063,-10.587001,-935.0,-329.0,-54.0,0.01,1.0,0.0,false
May 21 2024 1:57:15:136 PM,40081.359375,-41501.839844,4885.989746,0.0,118.0,2.0,235.281006,-714.313049,1535.443115,-12.742001,-814.0,-190.0,-22.0,0.01,1.0,0.0,false
May 21 2024 1:57:15:233 PM,40007.949219,-41354.9375,4884.549805,-1.0,120.0,1.0,236.719009,-787.291016,1515.348022,-11.138,-730.0,-201.0,16.0,0.01,1.0,0.0,false
